@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1,9-10'

@attribute volacid numeric
@attribute citricacid numeric
@attribute residualsugar numeric
@attribute chlorides numeric
@attribute freesulfur numeric
@attribute totalsulfur numeric
@attribute density numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.3,0.3,2.1,0.031,50,163,0.9895,12.7,7
0.37,0.4,11.6,0.032,34,214,0.9963,9.8,6
0.64,0.3,1.2,0.03,18,76,0.9892,12.9,4
0.28,0.28,4.3,0.026,22,105,0.989,13.1,8
0.18,0.39,14.5,0.051,48,156,0.99947,9.1,5
0.17,0.4,14.55,0.047,47,156,0.99945,9.1,6
0.17,0.4,14.55,0.047,47,156,0.99945,9.1,6
0.24,0.26,10.05,0.039,63,162,0.99375,11.2,6
0.32,0.27,4.9,0.034,18,122,0.9916,12.5,6
0.18,0.39,15.25,0.047,45,158,0.99946,9.1,6
0.29,0.29,3.15,0.044,41,117,0.99153,11.5,5
0.24,0.28,1.1,0.034,26,83,0.98928,12.3,6
0.24,0.23,7.1,0.041,20,97,0.99246,11.4,6
0.4,0.22,8.8,0.052,24,113,0.99576,9.4,5
0.4,0.22,8.8,0.052,24,113,0.99576,9.4,5
0.17,0.32,1.4,0.04,35,106,0.99026,12,5
0.25,0.28,1.2,0.04,31,111,0.99174,11.1,5
0.27,0.27,5,0.035,14,97,0.99058,11.8,7
0.16,0.22,1.6,0.042,36,106,0.9905,11.4,6
0.3,0.44,18.75,0.057,65,224,0.99956,9.1,5
0.15,0.32,6,0.033,59,128,0.99192,12.1,8
0.34,0.3,9.4,0.057,34,178,0.99554,10.4,6
0.15,0.32,6,0.033,59,128,0.99192,12.1,8
0.21,0.29,5.35,0.029,43,106,0.99112,11.5,7
0.21,0.29,5.35,0.029,43,106,0.99112,11.5,7
0.24,0.48,6.8,0.047,13,134,0.99616,10,5
0.34,0.3,6.9,0.038,23,89,0.99266,11.1,6
0.23,0.24,0.9,0.031,29,86,0.98926,12.2,6
0.39,0.13,1.2,0.042,60,172,0.99114,10.6,5
0.32,0.2,2.6,0.027,17,123,0.98936,13.9,7
0.22,0.28,12,0.056,68,143,0.9983,9.2,6
0.19,0.4,9.85,0.055,41,103,0.99532,10.5,6
0.24,0.3,3.85,0.042,105,179,0.99189,11.3,8
0.17,0.34,2,0.04,38,111,0.99,12.9,6
0.3,0.31,1.6,0.035,40,106,0.98914,12.9,7
0.19,0.34,1.9,0.04,41,108,0.99,12.9,6
0.17,0.34,2,0.04,38,111,0.99,12.9,6
0.24,0.27,10.3,0.047,54,219,0.99742,8.8,5
0.22,0.28,12,0.056,68,143,0.9983,9.2,6
0.3,0.27,4,0.038,37,97,0.99026,12.6,8
0.22,0.19,1.1,0.064,36,191,0.99297,9.5,6
0.36,0.45,10.4,0.06,22,184,0.99711,9.8,6
0.37,0.24,6.1,0.032,19,86,0.98934,13.4,8
0.31,0.24,1.8,0.037,39,150,0.9913,11.8,7
0.32,0.28,4.7,0.039,34,94,0.98964,13.1,7
0.3,0.27,4,0.038,37,97,0.99026,12.6,8
0.45,0.27,6.4,0.033,20,102,0.98944,13.4,8
0.37,0.24,6.1,0.032,19,86,0.98934,13.4,8
0.28,0.33,1.2,0.039,16,98,0.9904,11.7,6
0.22,0.19,1.1,0.064,36,191,0.99297,9.5,6
0.2,0.2,1.4,0.036,25,83,0.99088,11.7,6
0.31,0.24,1.8,0.037,39,150,0.9913,11.8,7
0.28,0.27,15.5,0.036,31,134,0.99408,13,7
0.22,0.28,2.4,0.042,38,102,0.98998,11.6,7
0.24,0.28,3.95,0.038,61,134,0.99146,11.3,7
0.43,1,19.95,0.032,42,164,0.99742,12,6
0.28,0.27,15.5,0.036,31,134,0.99408,13,7
0.24,0.36,8.4,0.042,42,123,0.99473,10.9,6
0.33,0.28,4.9,0.042,21,155,0.99385,10.9,6
0.36,0.28,2.4,0.036,35,115,0.98936,13.5,7
0.29,0.45,14.3,0.054,30,181,0.99869,9.1,5
0.26,0.25,10.7,0.046,66,179,0.99606,9.9,6
0.22,0.24,11,0.041,75,167,0.99508,10.5,6
0.19,0.28,1.4,0.046,22,90,0.99038,11.7,7
0.35,0.28,12.9,0.032,13,63,0.9932,13,6
0.38,0.23,10.8,0.03,28,95,0.99164,13.6,6
0.19,0.33,1.3,0.031,22,87,0.98987,12.3,7
0.2,0.41,1.2,0.05,26,131,0.99133,11.1,5
0.23,0.15,9.7,0.048,101,207,0.99571,9.1,5
0.23,0.24,3.8,0.038,61,152,0.99139,11.3,7
0.32,0.41,7.2,0.048,55,178,0.99537,9.4,5
0.23,0.15,9.7,0.048,101,207,0.99571,9.1,5
0.36,0.27,6.3,0.028,40,132,0.99186,11.6,6
0.27,0.28,0.8,0.024,29,128,0.98984,12.4,6
0.23,0.29,8.6,0.053,65,146,0.9963,9.8,6
0.75,0.13,6.3,0.036,19,50,0.99312,11.1,4
0.35,0.27,3.1,0.034,28,134,0.9897,13.1,7
0.31,0.35,7.2,0.046,45,178,0.9955,9.7,5
0.23,0.46,6.4,0.036,17,85,0.99279,11.7,6
0.22,0.3,14.7,0.045,50,136,0.99704,10.6,6
0.28,0.44,7.1,0.048,49,179,0.99528,9.2,5
0.24,0.28,1.9,0.032,30,92,0.9914,10.9,6
0.27,0.47,1.2,0.146,28,105,0.99224,10.1,5
0.28,0.25,4.8,0.029,54,128,0.99074,12.2,7
0.27,0.31,1.2,0.031,27,80,0.98892,12.7,6
0.28,0.25,3.4,0.024,27,99,0.98959,13,6
0.26,0.27,4.3,0.03,43,123,0.99212,11.2,6
0.33,0.2,1.8,0.031,49,159,0.9919,11,6
0.33,0.2,1.8,0.031,49,159,0.9919,11,6
0.47,0.19,8.3,0.029,24,142,0.992,12.3,6
0.33,0.2,1.8,0.031,49,159,0.9919,11,6
0.14,0.32,1.1,0.022,48,116,0.99218,10,6
0.22,0.22,16.65,0.044,39,110,0.99855,9,6
0.22,0.22,16.65,0.044,39,110,0.99855,9,6
0.22,0.22,16.65,0.044,39,110,0.99855,9,6
0.14,0.15,6.1,0.042,27,123,0.99362,9.9,6
0.21,0.21,10.2,0.037,17,112,0.99324,12.2,7
0.2,0.28,0.9,0.023,49,87,0.99062,11.1,6
0.22,0.22,16.65,0.044,39,110,0.99855,9,6
0.34,0.24,3.85,0.031,5,34,0.99098,11.8,4
0.64,0.28,4.4,0.032,19,78,0.99036,12.9,6
0.48,0.12,4.5,0.05,23,86,0.99398,9,5
0.37,0.34,3.2,0.028,42,162,0.9903,12.4,6
0.25,0.27,9.7,0.036,15,85,0.99406,11.2,6
0.38,0.28,4.2,0.029,7,112,0.9906,12.6,6
0.26,0.27,4.2,0.031,20,80,0.99089,11.5,6
0.26,0.27,4.2,0.031,20,80,0.99089,11.5,6
0.38,0.28,4.2,0.029,7,112,0.9906,12.6,6
0.31,0.4,1.6,0.027,20,87,0.9911,11.9,6
0.17,0.21,1.6,0.036,24,119,0.99396,10.1,6
0.18,0.28,1.1,0.027,32,112,0.99089,11,7
0.28,0.36,14.6,0.048,35,161,0.9968,10.6,5
0.22,0.22,1.2,0.038,5,124,0.99098,11.2,4
0.3,0.21,6.55,0.026,33,143,0.99244,11.1,5
0.26,0.24,7,0.023,19,130,0.99176,12.8,7
0.25,0.28,7.25,0.028,14,78,0.99238,11.5,7
0.24,0.35,1,0.032,42,104,0.98988,11.7,7
0.28,0.28,4.2,0.044,52,158,0.992,10.7,7
0.19,0.71,17.5,0.042,21,114,0.99784,9.5,6
0.19,0.71,17.5,0.042,21,114,0.99784,9.5,6
0.19,0.71,17.5,0.042,21,114,0.99784,9.5,6
0.19,0.35,1.5,0.037,37,107,0.99006,12,7
0.28,0.27,3.9,0.043,52,158,0.99202,10.7,7
0.28,0.28,4.2,0.044,52,158,0.992,10.7,7
0.19,0.32,7.6,0.049,37,107,0.99332,10.7,7
0.16,0.29,1,0.031,40,123,0.98958,12.1,7
0.17,0.28,1.1,0.034,55,108,0.98939,11.9,7
0.19,0.28,11.8,0.042,54,137,0.99492,10.8,6
0.2,0.24,1.4,0.033,65,169,0.99043,12.3,7
0.39,0.38,9.7,0.053,49,226,0.99787,9.4,6
0.12,0.3,12.9,0.049,32,88,0.99654,9.9,6
0.295,0.24,1.6,0.039,29,140,0.99304,10.4,7
0.26,0.24,7.2,0.038,28,137,0.9952,10.4,6
0.36,0.23,1.9,0.017,31,69,0.9892,12.5,6
0.35,0.48,8.8,0.056,35,167,0.99628,9.4,5
0.38,0.24,7.2,0.047,41,151,0.99604,9.2,5
0.16,0.25,14.3,0.044,27,149,0.998,9.2,6
0.16,0.25,14.3,0.044,27,149,0.998,9.2,6
0.35,0.48,8.8,0.056,35,167,0.99628,9.4,5
0.14,0.18,1.4,0.047,30,90,0.99164,11.2,6
0.16,0.18,1.8,0.046,31,114,0.99226,10.8,6
0.24,0.3,1.2,0.037,11,95,0.98914,12.5,6
0.32,0.61,11.8,0.041,66,188,0.99794,9.3,5
0.29,0.33,0.9,0.041,20,117,0.99048,11.4,5
0.27,0.24,12.6,0.044,48,118,0.99726,10,7
0.45,0.28,26.05,0.031,27,122,1.00295,10.6,6
0.2,0.26,4.7,0.04,108,168,0.99278,10.7,7
0.27,0.24,12.6,0.044,48,118,0.99726,10,7
0.24,0.3,1.2,0.037,11,95,0.98914,12.5,6
0.32,0.61,11.8,0.041,66,188,0.99794,9.3,5
0.29,0.33,0.9,0.041,20,117,0.99048,11.4,5
0.3,0.25,8,0.036,21,124,0.99362,10.8,6
0.3,0.25,8,0.036,21,124,0.99362,10.8,6
0.3,0.25,8,0.036,21,124,0.99362,10.8,6
0.31,0.27,8.8,0.021,57,156,0.99442,11,7
0.58,0,1.5,0.02,33,96,0.98918,12.4,6
0.26,0.39,1.4,0.02,12,66,0.99089,11.3,7
0.3,0.34,4.8,0.018,23,127,0.99474,11.2,7
0.29,0.32,2.4,0.014,34,89,0.99008,12.5,7
0.13,0.32,3.7,0.017,32,99,0.99348,10,6
0.19,0.33,4.9,0.047,42,130,0.99283,11,6
0.25,0.4,5.7,0.052,56,152,0.99398,10.5,6
0.19,0.33,4.9,0.047,42,130,0.99283,11,6
0.24,0.23,2,0.046,30,133,0.9908,11.4,7
0.18,0.28,5.1,0.039,50,139,0.99165,11.3,6
0.33,0.22,4.5,0.031,10,73,0.99076,12.2,7
0.29,0.24,3.2,0.037,31,95,0.98942,12.6,7
0.31,0.25,6.65,0.032,30,138,0.99244,11.1,5
0.29,0.37,1.6,0.035,34,126,0.99058,12.3,6
0.19,0.6,4,0.037,6,122,0.99255,10.4,4
0.32,0.17,17.75,0.06,51,190,0.99916,8.8,6
0.18,0.32,7.2,0.047,17,109,0.99498,10.4,6
0.15,0.47,11.4,0.035,49,128,0.99456,10.5,8
0.53,0.16,2.7,0.036,34,128,0.98856,13.2,8
0.32,0.28,4.3,0.032,46,115,0.98946,13,8
0.22,0.39,1.2,0.049,26,152,0.99346,10,6
0.29,0.54,5.7,0.035,54,155,0.98976,12.9,8
0.53,0.16,2.7,0.036,34,128,0.98856,13.2,8
0.21,0.26,11.7,0.038,61,152,0.99523,10.5,7
0.27,0.26,11,0.03,2,82,0.99402,11.2,5
0.37,0.32,1.6,0.029,41,102,0.98916,12.7,7
0.41,0.29,1.8,0.032,26,74,0.98889,13,8
0.3,0.3,1.2,0.029,25,93,0.98742,13.6,7
0.25,0.19,2.4,0.049,42,166,0.992,10.4,6
0.3,0.3,1.2,0.029,25,93,0.98742,13.6,7
0.23,0.25,18.8,0.085,19,111,1.00044,8.7,5
0.2,0.27,9.6,0.037,19,105,0.99444,10.5,7
0.15,0.41,12.9,0.044,79.5,183,0.99742,10.2,6
0.22,0.26,9.2,0.027,37,122,0.99228,12.5,8
0.15,0.41,12.9,0.044,79.5,183,0.99742,10.2,6
0.31,0.3,8,0.028,33,122,0.99164,12.6,7
0.15,0.41,12.9,0.044,79.5,183,0.99742,10.2,6
0.3,0.37,1.6,0.087,27,177,0.99438,9.8,5
0.16,0.27,12,0.03,39,98,0.99402,10.8,5
0.22,0.26,9.2,0.027,37,122,0.99228,12.5,8
0.21,0.24,4.4,0.027,37,150,0.991,11.5,7
0.2,0.27,9.6,0.037,19,105,0.99444,10.5,7
0.31,0.3,8,0.028,33,122,0.99164,12.6,7
0.16,0.44,1.2,0.051,39,122,0.99058,11.3,7
0.15,0.41,12.9,0.044,79.5,182,0.99742,10.2,6
0.22,0.34,1.2,0.036,32,96,0.98961,11.6,6
0.3,0.37,1.6,0.087,27,177,0.99438,9.8,5
0.3,0.27,1.5,0.076,24,145,0.99344,10.1,5
0.26,0.22,18.15,0.05,23,139,0.99904,9.2,5
0.24,0.31,13.1,0.05,26,180,0.99884,9.1,6
0.24,0.31,13.1,0.05,26,180,0.99884,9.1,6
0.24,0.31,13.1,0.05,26,180,0.99884,9.1,6
0.24,0.31,13.1,0.05,26,180,0.99884,9.1,6
0.15,0.34,1,0.037,45,79,0.98949,11.7,6
0.35,0.46,11.8,0.088,61,183,0.99786,9,5
0.31,0.09,1.4,0.039,53,141,0.99206,10.1,5
0.67,0.09,1,0.02,5,9,0.98722,13.6,5
0.28,0.23,10.4,0.049,45,190,0.99754,8.8,5
0.18,0.3,1.1,0.028,34,95,0.99272,10,4
0.35,0.38,7.4,0.036,20,196,0.99712,9.1,6
0.26,0.22,18.15,0.05,23,139,0.99904,9.2,5
0.34,0.27,2.5,0.024,40,152,0.99095,11.9,7
0.3,0.23,2,0.068,28,138,0.99382,9.8,5
0.31,0.23,2,0.069,29,134,0.99382,9.8,5
0.26,0.28,9.4,0.028,13,121,0.99254,12.1,6
0.265,0.28,6.9,0.036,46,150,0.99299,10.8,7
0.2,0.33,5.4,0.028,21,75,0.99012,13.5,7
0.28,0.41,1.3,0.044,11,126,0.99293,10.3,5
0.34,0.26,10.3,0.041,51,166,0.99382,11.6,6
0.19,0.34,1.6,0.029,39,116,0.98954,12.5,6
0.21,0.29,13.1,0.042,28,125,0.99936,8.6,5
0.21,0.72,1.6,0.167,65,120,0.99324,9.2,5
0.26,0.18,1.4,0.034,18,135,0.99174,10.2,6
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.22,0.3,10.6,0.07,67,194,0.99654,9,6
0.24,0.25,12.5,0.055,47,134,0.99758,9,5
0.15,0.28,14.7,0.051,29,149,0.99792,9,7
0.17,0.23,2.9,0.039,10,108,0.99243,10,5
0.27,0.33,1.4,0.042,24,183,0.99215,10.7,5
0.17,0.28,2.5,0.028,22,98,0.99072,11.1,7
0.2,0.35,6.1,0.025,10,40,0.99244,10.9,5
0.46,0.15,2.1,0.026,29,130,0.98953,13.4,8
0.4,0.17,12.9,0.033,59,186,0.99754,9.4,5
0.4,0.17,12.9,0.033,59,186,0.99754,9.4,5
0.24,0.29,13.7,0.035,53,134,0.99567,10.6,6
0.4,0.17,12.9,0.033,59,186,0.99754,9.4,5
0.27,0.31,2.4,0.014,15,143,0.99094,12,4
0.24,0.29,13.7,0.035,53,134,0.99567,10.6,6
0.61,0.12,1.3,0.009,65,100,0.9874,13.5,5
0.42,0.39,12.1,0.04,61,248,0.99794,9.7,5
0.33,0.28,6.1,0.018,41,103,0.99122,12.2,6
0.32,0.45,7.7,0.022,31,97,0.99134,12.7,7
0.42,0.39,12.1,0.04,61,248,0.99794,9.7,5
0.25,0.29,6.8,0.02,31,113,0.99338,10.8,6
0.27,0.3,9.2,0.018,23,96,0.9938,11,6
0.27,0.45,8.3,0.05,52,196,0.9955,9.5,5
0.25,0.27,17.4,0.064,29,140,0.99776,10.1,6
0.19,0.31,2.7,0.027,11,100,0.98964,13.2,7
0.29,0.48,12.8,0.037,61.5,182,0.99808,8.8,5
0.27,0.52,8.1,0.044,53,202,0.99548,9.5,5
0.26,0.52,8.2,0.047,52,191,0.99541,9.5,6
0.27,0.45,8.3,0.05,52,196,0.9955,9.5,5
0.25,0.3,11.8,0.043,53,133,0.99524,10.4,6
0.32,0.26,12,0.049,63,170,0.9961,9.9,6
0.24,0.45,1.7,0.046,22,113,0.99224,10,5
0.39,0.21,10.7,0.098,13,91,0.99657,9.3,5
0.21,0.39,2,0.057,21,138,0.99176,10.9,5
0.3,0.28,2.2,0.042,21,177,0.99166,11.4,5
0.2,0.3,1.3,0.036,7,49,0.99242,10.3,5
0.21,0.39,2,0.057,21,138,0.99176,10.9,5
0.2,0.3,1.3,0.036,7,49,0.99242,10.3,5
0.39,0.21,10.7,0.098,13,91,0.99657,9.3,5
0.21,0.62,6.4,0.041,7,113,0.99358,10.2,5
0.21,0.62,6.3,0.042,7,109,0.99358,10.2,6
0.17,0.34,6.4,0.042,16,111,0.99278,10.8,6
0.26,0.34,15.1,0.06,42,162,0.99705,10.5,3
0.21,0.39,2,0.057,21,138,0.99176,10.9,5
0.3,0.28,2.2,0.042,21,177,0.99166,11.4,5
0.34,0.28,12.1,0.049,31,149,0.99677,10.3,5
0.41,0.3,8.8,0.045,28,131,0.9953,9.9,5
0.4,0.24,5.1,0.036,43,131,0.99186,11.3,6
0.35,0.26,6.8,0.034,36,120,0.99188,11.5,6
0.35,0.26,6.8,0.034,36,120,0.99188,11.5,6
0.3,0.2,3.7,0.039,34,132,0.99158,10.7,5
0.28,0.28,12.2,0.042,52,139,0.99522,10.4,6
0.33,0.28,5.7,0.033,39,204,0.99176,12.5,6
0.26,0.49,8.1,0.052,48,197,0.99558,9.5,5
0.24,0.3,2.5,0.042,31,104,0.9911,11.3,7
0.35,0.26,6.8,0.034,36,120,0.99188,11.5,6
0.4,0.24,5.1,0.036,43,131,0.99186,11.3,6
0.44,0.23,5.8,0.035,24,100,0.99062,13.2,7
0.31,0.19,3.5,0.086,30,130,0.993,9.6,5
0.31,0.19,3.5,0.086,30,130,0.993,9.6,5
0.31,0.23,3.3,0.052,34,113,0.99429,8.4,5
0.27,0.33,1.2,0.05,41,103,0.99002,12.4,6
0.27,0.33,1.2,0.05,41,103,0.99002,12.4,6
0.31,0.23,3.3,0.052,34,113,0.99429,8.4,5
0.37,0.25,2.5,0.028,24,84,0.9909,11.7,6
0.21,0.5,8.7,0.036,41,191,0.99294,11,6
0.26,0.31,1.6,0.032,36,109,0.99044,11.9,6
0.32,0.23,16.2,0.055,36,176,0.9986,9.1,5
0.24,0.32,9,0.023,20,109,0.99262,12.6,6
0.32,0.23,16.2,0.055,36,176,0.9986,9.1,5
0.39,0.79,1.4,0.194,23,90,0.99212,10.5,6
0.31,0.43,7,0.047,18,87,0.99628,10.6,5
0.24,0.32,9,0.023,20,109,0.99262,12.6,6
0.32,0.26,4.6,0.031,26,120,0.99198,12.5,7
0.18,0.29,4.6,0.032,68,137,0.99159,11.3,6
0.17,0.27,2.7,0.049,28,104,0.99224,10.3,6
0.21,0.3,6.3,0.039,47,136,0.99068,12.7,6
0.25,0.26,7.2,0.048,52,207,0.99587,9.2,5
0.22,0.3,12.4,0.054,108,152,0.99728,9.5,6
0.27,0.19,6.6,0.045,98,175,0.99364,10.1,6
0.27,0.19,6.6,0.045,98,175,0.99364,10.1,6
0.39,0.22,4,0.038,17,98,0.99018,13,7
0.31,0.38,4.8,0.04,41,101,0.98968,13.1,6
0.25,0.26,7.2,0.048,52,207,0.99587,9.2,5
0.23,0.27,9.8,0.055,74,134,0.99534,10.2,6
0.27,0.19,6.6,0.045,98,175,0.99364,10.1,6
0.26,0.51,8,0.062,50,194,0.99545,9.6,5
0.22,0.28,16.55,0.059,54,135,0.99665,10.5,5
0.28,0.31,1.5,0.053,20,98,0.99069,11.4,5
0.35,0.31,10.2,0.069,58,170,0.99692,9.4,5
0.28,0.24,17.8,0.047,42,111,0.99896,8.9,6
0.28,0.24,17.8,0.047,42,111,0.99896,8.9,6
0.33,0.31,7.4,0.045,34,143,0.99226,12.2,6
0.24,0.36,2,0.029,21,63,0.99076,12.5,6
0.28,0.24,17.8,0.047,42,111,0.99896,8.9,6
0.27,0.26,12.1,0.046,43,127,0.9951,10.8,6
0.38,0.26,8.2,0.043,28,98,0.99234,11.4,6
0.34,0.1,3.5,0.044,17,63,0.9937,9.2,5
0.25,0.33,2.1,0.021,17,76,0.99021,12.3,6
0.26,0.29,7.7,0.038,40,179,0.99479,10.4,6
0.24,0.3,12.3,0.035,72,172,0.9954,10.4,6
0.23,0.34,1.3,0.035,54,110,0.99176,11,7
0.21,0.3,8.7,0.036,47,127,0.99368,10.6,5
0.65,0.12,1.1,0.013,4,10,0.99246,13.5,4
0.22,0.38,2.8,0.144,12,65,0.9908,11.4,6
0.27,0.26,3.5,0.071,26,69,0.98994,11.5,6
0.33,0.3,3.8,0.036,34,88,0.99028,12.5,7
0.33,0.3,3.8,0.036,34,88,0.99028,12.5,7
0.39,0.24,4.8,0.037,45,138,0.99174,11.2,7
0.39,0.24,4.8,0.037,45,138,0.99174,11.2,7
0.37,0.3,6.2,0.04,49,139,0.99021,13.6,6
0.23,0.82,1.3,0.149,70,109,0.99304,9.2,6
0.33,0.3,3.8,0.036,34,88,0.99028,12.5,7
0.39,0.24,4.8,0.037,45,138,0.99174,11.2,7
0.455,0.18,1.9,0.036,33,106,0.98746,14,7
0.37,0.3,6.2,0.04,49,139,0.99021,13.6,6
0.28,0.51,7.9,0.056,49,206,0.9956,9.4,5
0.31,0.28,1.4,0.035,28,107,0.98836,13.2,6
0.25,0.37,2.6,0.05,24,132,0.99138,11.2,6
0.36,0.34,14.8,0.057,46,173,0.99751,10.2,5
0.31,0.3,2.4,0.038,30,83,0.98867,12.8,7
0.31,0.3,0.9,0.045,16,109,0.99249,10.1,5
0.31,0.3,0.9,0.045,16,109,0.99249,10.1,5
0.22,0.33,1.2,0.031,38,95,0.99239,10.3,5
0.14,0.29,9.9,0.056,30,91,0.99512,9.9,6
0.22,0.31,3.9,0.046,17,106,0.99098,11.5,5
0.32,0.47,15.6,0.063,27,173,0.99872,9,5
0.3,0.28,1.6,0.036,28,106,0.988245,13.3,6
0.22,0.28,7.8,0.05,43,116,0.99326,11.5,8
0.31,0.21,5.6,0.039,28,67,0.99328,11,4
0.27,0.3,1.3,0.04,26,84,0.99222,10.7,6
0.46,0.2,16.7,0.046,50,184,0.99898,9.4,5
0.23,0.25,7.95,0.042,16,108,0.99486,10.3,6
0.36,0.36,6.7,0.185,51.5,151,0.99528,9.3,5
0.18,0.38,1.1,0.04,41,92,0.99062,12,6
0.345,0.34,1,0.068,32,143,0.99138,10.1,5
0.2,0.15,6.6,0.046,26,113,0.99408,9.9,6
0.27,0.32,6.2,0.048,47,161,0.99281,11,6
0.3,0.33,2.1,0.042,31,127,0.98964,12.5,6
0.3,0.32,2.2,0.042,41,142,0.98952,12.7,7
0.4,0.37,8.9,0.053,36,148,0.996,9.3,5
0.345,0.34,1,0.068,32,143,0.99138,10.1,5
0.33,0.2,17.9,0.066,36,161,0.9991,8.8,5
0.16,0.3,2.6,0.043,34,90,0.99047,11.2,6
0.33,0.2,17.9,0.066,36,161,0.9991,8.8,5
0.24,0.18,2.3,0.05,22,145,0.99207,10.3,5
0.185,0.19,7.1,0.048,36,110,0.99438,9.5,6
0.185,0.19,7.1,0.048,36,110,0.99438,9.5,6
0.43,0.24,11.9,0.04,54,159,0.99622,9.8,6
0.58,0.27,5.8,0.032,40,118,0.99088,13,7
0.35,0.48,12.4,0.056,61,176.5,0.99803,8.8,5
0.185,0.19,7.1,0.048,36,110,0.99438,9.5,6
0.27,0.51,7.6,0.049,35,200,0.99548,9.4,4
0.29,0.52,7.9,0.049,35,192,0.99551,9.5,6
0.17,0.3,2.8,0.034,33,125,0.99152,10.4,6
0.18,0.31,10.6,0.035,42,143,0.99572,9.8,7
0.17,0.3,2.8,0.034,33,125,0.99152,10.4,6
0.37,0.67,1.5,0.175,16,98,0.99244,10.3,6
0.29,0.52,7.9,0.049,35,192,0.99551,9.5,6
0.24,0.26,1.7,0.033,61,134,0.9903,11.9,7
0.32,0.29,7.6,0.025,35,124,0.99162,12.8,7
0.27,0.25,7.5,0.03,18,117,0.99116,13,6
0.29,0.53,1.7,0.04,41,192,0.9922,10.4,7
0.29,0.52,1.7,0.034,41,193,0.99223,10.4,6
0.22,0.27,4.5,0.036,81,157,0.9928,10.7,7
0.24,0.26,1.7,0.033,61,134,0.9903,11.9,7
0.23,0.25,8,0.043,31,101,0.99429,10.4,6
0.32,0.29,7.6,0.025,35,124,0.99162,12.8,7
0.11,0.27,8.6,0.044,45,104,0.99454,9.9,6
0.11,0.27,8.6,0.044,45,104,0.99454,9.9,6
0.23,0.41,14.6,0.048,73,223,0.99863,9.4,6
0.2,0.17,1.6,0.048,46,129,0.991,11.4,6
0.11,0.27,8.6,0.044,45,104,0.99454,9.9,6
0.23,0.41,14.6,0.048,73,223,0.99863,9.4,6
0.19,0.32,3.7,0.041,26,76,0.99173,10.5,7
0.28,0.34,8.9,0.048,32,111,0.99455,11,7
0.28,0.34,8.9,0.048,32,111,0.99455,11,7
0.28,0.34,8.9,0.048,32,111,0.99455,11,7
0.26,0.29,3.1,0.041,37,144,0.98944,12.8,7
0.24,0.49,5.8,0.053,25,120,0.9942,10.5,6
0.25,0.57,1,0.062,21,122,0.99238,9.5,5
0.25,0.48,15.8,0.052,25,94,0.99782,9.2,6
0.14,0.35,1.5,0.047,40,117,0.99111,11.1,6
0.38,0.26,5.2,0.042,33,112,0.99067,12.3,7
0.14,0.35,1.5,0.047,40,117,0.99111,11.1,6
0.25,0.57,1,0.062,21,122,0.99238,9.5,5
0.25,0.48,15.8,0.052,25,94,0.99782,9.2,6
0.22,0.32,5.9,0.054,40,152,0.9938,10.8,6
0.21,0.29,3.1,0.044,39,122,0.99143,11.3,6
0.26,0.29,3.1,0.041,37,144,0.98944,12.8,7
0.24,0.49,5.8,0.053,25,120,0.9942,10.5,6
0.46,0.24,11.5,0.051,56,171,0.99588,9.8,6
0.18,0.48,18,0.054,56,183,1.00038,8.5,6
0.32,0.12,4.8,0.054,6,97,0.99424,9.3,5
0.4,0.24,8.5,0.055,45,151,0.99626,9.2,5
0.23,0.24,1.6,0.037,32,115,0.99076,11.4,6
0.18,0.48,18,0.054,56,183,1.00038,8.5,6
0.32,0.12,4.8,0.054,6,97,0.99424,9.3,5
0.37,0.12,5.9,0.056,6,91,0.99536,8.4,4
0.4,0.24,8.5,0.055,45,151,0.99626,9.2,5
0.19,0.37,13.1,0.033,52,151,0.99726,10.4,6
0.28,0.27,4.1,0.046,50,147,0.99126,11.6,6
0.32,0.45,2.9,0.029,37,94,0.98998,12.4,6
0.19,0.37,13.1,0.033,52,151,0.99726,10.4,6
0.26,0.26,1.1,0.052,22,176,0.99304,9.3,5
0.28,0.3,7.75,0.031,33,139,0.99296,11,6
0.19,0.38,1.15,0.023,30,105,0.99047,11.4,5
0.29,0.57,1,0.06,15,120,0.9924,9.5,5
0.27,0.22,17.8,0.034,16,116,0.9989,9.2,5
0.26,0.38,5.7,0.021,23,125,0.99338,11.1,6
0.27,0.22,17.8,0.034,16,116,0.9989,9.2,5
0.33,0.22,1.4,0.041,40,177,0.99287,9.9,5
0.34,0.22,1.4,0.044,43,176,0.99286,9.9,5
0.24,0.29,1.6,0.052,48,185,0.9934,9.4,5
0.24,0.22,7.9,0.053,45,149,0.99545,9.3,5
0.16,0.27,15.5,0.05,25,135,0.9984,8.7,7
0.16,0.27,15.5,0.05,25,135,0.9984,8.7,7
0.16,0.27,15.5,0.05,25,135,0.9984,8.7,7
