@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M6-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 3 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10_clusterMembership-weka.filters.unsupervised.attribute.ClusterMembership-I8-Wweka.clusterers.EM---I100-N-1-X13-max-1-ll-cv1.0E-6-ll-iter1.0E-6-M1.0E-6-K10-num-slots1-S100'

@attribute pCluster_3_0 numeric
@attribute pCluster_3_1 numeric
@attribute pCluster_4_0 numeric
@attribute pCluster_4_1 numeric
@attribute pCluster_4_2 numeric
@attribute pCluster_4_3 numeric
@attribute pCluster_5_0 numeric
@attribute pCluster_5_1 numeric
@attribute pCluster_5_2 numeric
@attribute pCluster_5_3 numeric
@attribute pCluster_5_4 numeric
@attribute pCluster_5_5 numeric
@attribute pCluster_5_6 numeric
@attribute pCluster_5_7 numeric
@attribute pCluster_5_8 numeric
@attribute pCluster_6_0 numeric
@attribute pCluster_6_1 numeric
@attribute pCluster_6_2 numeric
@attribute pCluster_6_3 numeric
@attribute pCluster_6_4 numeric
@attribute pCluster_6_5 numeric
@attribute pCluster_6_6 numeric
@attribute pCluster_6_7 numeric
@attribute pCluster_6_8 numeric
@attribute pCluster_7_0 numeric
@attribute pCluster_7_1 numeric
@attribute pCluster_7_2 numeric
@attribute pCluster_7_3 numeric
@attribute pCluster_7_4 numeric
@attribute pCluster_7_5 numeric
@attribute pCluster_7_6 numeric
@attribute pCluster_7_7 numeric
@attribute pCluster_7_8 numeric
@attribute pCluster_8_0 numeric
@attribute pCluster_8_1 numeric
@attribute pCluster_8_2 numeric
@attribute pCluster_9_0 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0,0.000477,0.00003,0.000915,0.006964,0,0.039192,0.000948,0,0.000002,0,0.146227,0.001506,0,0.00006,0,0.028749,0.214828,0.002111,0.000397,0.001903,0.158894,0.006375,0.032268,0,0.000013,0,0.007351,0.000434,0.000005,0.004886,0.02935,0.289539,0.004264,0.021433,0.000694,0.000184,6
0,0.000202,0,0.000427,0.000931,0.000001,0.001384,0,0,0,0,0.061876,0.0001,0,0.000001,0,0.000163,0.435053,0.000002,0.000197,0.000009,0.032926,0.00308,0.00521,0,0,0,0.001241,0.00123,0,0.000934,0.347956,0.056337,0.000437,0.04643,0.003796,0.000076,5
0,0.004529,0.000016,0.012795,0.026682,0.000138,0.038882,0.000005,0,0.000865,0,0.757246,0.005782,0,0.024847,0.000906,0.000012,0.000697,0.000013,0.004023,0.001826,0.030785,0.057075,0.021758,0,0.00005,0,0.002613,0.005208,0,0.000002,0.000002,0,0.00118,0.000002,0.002061,0,5
0.000001,0.004657,0.000008,0.00082,0.002002,0.000006,0.00008,0.728082,0.000968,0.000015,0,0.000217,0.001412,0,0.000005,0,0.213544,0.000004,0.00072,0.014004,0.00209,0.000005,0.000055,0.000002,0.000113,0,0,0,0.000001,0.000008,0,0,0.000077,0.000002,0.000002,0.031103,0,5
0,0.000526,0.000003,0.014842,0.010652,0.000001,0.030438,0.000017,0,0,0,0.015334,0.001314,0.000004,0.063759,0,0.000074,0.001988,0.000542,0.009009,0.196387,0.132811,0.000079,0.043413,0,0.002951,0.003634,0.3916,0.007542,0.001335,0.000565,0.000001,0.004201,0.034564,0.000613,0.000664,0.031135,6
0.000001,0.004657,0.000008,0.00082,0.002002,0.000006,0.00008,0.728082,0.000968,0.000015,0,0.000217,0.001412,0,0.000005,0,0.213544,0.000004,0.00072,0.014004,0.00209,0.000005,0.000055,0.000002,0.000113,0,0,0,0.000001,0.000008,0,0,0.000077,0.000002,0.000002,0.031103,0,5
0,0.000748,0.000159,0.003282,0.005555,0.000008,0.007845,0.001812,0.000011,0.000025,0.000042,0.258407,0.009107,0.002706,0.001094,0,0.000266,0.123822,0.016992,0.001714,0.007978,0.098813,0.000136,0.400257,0,0.000016,0.000313,0.011028,0.001086,0,0.001976,0.024095,0.002324,0.007976,0.008523,0.000889,0.000997,5
0,0.000934,0.00017,0.003494,0.003774,0.000013,0.003369,0.00174,0.000017,0.000052,0.000107,0.292531,0.011441,0.00332,0.000546,0,0.000149,0.169146,0.019102,0.002073,0.004116,0.05334,0.000117,0.368787,0,0.000005,0.000214,0.003827,0.001031,0,0.000892,0.034997,0.001231,0.006114,0.011789,0.000955,0.000605,5
0,0.000476,0.000011,0.008856,0.003677,0.000001,0.003756,0.001254,0.000061,0.000134,0.007136,0.480128,0.001601,0.000919,0.001362,0.000007,0.000227,0.061096,0.0509,0.001141,0.005877,0.185089,0.02587,0.078096,0,0.000008,0,0.05865,0.016196,0,0.000017,0.002859,0.000292,0.002838,0.001341,0.000085,0.000037,5
0,0.000693,0.000048,0.002173,0.019939,0,0.05456,0.1871,0.000103,0.000036,0.001312,0.193736,0.001859,0.00001,0.000593,0.000001,0.170188,0.009815,0.056587,0.000576,0.011201,0.21758,0.031094,0.016092,0.000011,0.000024,0,0.01043,0.000527,0.000001,0.000002,0.000031,0.012819,0.000532,0.000267,0.000059,0,5
0,0.00053,0,0.000104,0.000966,0.000007,0.000064,0.144037,0.000327,0.000015,0,0.001513,0.000104,0,0,0,0.59513,0.000035,0.001702,0.00023,0.000003,0.000041,0.000004,0.000005,0.2497,0,0,0,0.000001,0,0,0,0.004702,0,0.000002,0.000777,0,7
0,0.00053,0,0.000104,0.000966,0.000007,0.000064,0.144037,0.000327,0.000015,0,0.001513,0.000104,0,0,0,0.59513,0.000035,0.001702,0.00023,0.000003,0.000041,0.000004,0.000005,0.2497,0,0,0,0.000001,0,0,0,0.004702,0,0.000002,0.000777,0,7
0,0.00053,0,0.000104,0.000966,0.000007,0.000064,0.144037,0.000327,0.000015,0,0.001513,0.000104,0,0,0,0.59513,0.000035,0.001702,0.00023,0.000003,0.000041,0.000004,0.000005,0.2497,0,0,0,0.000001,0,0,0,0.004702,0,0.000002,0.000777,0,7
0,0.000317,0,0.000066,0.00021,0.000004,0.000002,0.127507,0.000951,0.000011,0,0.000741,0.00005,0,0,0,0.330287,0.000033,0.004009,0.000123,0.000002,0.000004,0,0.000001,0.526702,0,0,0,0,0,0,0,0.001791,0,0.000001,0.007186,0,7
0.000001,0.00055,0.000001,0.013675,0.008961,0.000001,0.006361,0.022517,0.003652,0.000006,0.000234,0.075269,0.000635,0.000001,0.000863,0,0.011613,0.019198,0.546156,0.002928,0.027321,0.084651,0.000427,0.011403,0.000136,0.000002,0,0.016706,0.008405,0.00198,0,0.000006,0.103523,0.000241,0.001623,0.027446,0.003511,6
0.000001,0.00055,0.000001,0.013675,0.008961,0.000001,0.006361,0.022517,0.003652,0.000006,0.000234,0.075269,0.000635,0.000001,0.000863,0,0.011613,0.019198,0.546156,0.002928,0.027321,0.084651,0.000427,0.011403,0.000136,0.000002,0,0.016706,0.008405,0.00198,0,0.000006,0.103523,0.000241,0.001623,0.027446,0.003511,6
0,0.00053,0,0.000104,0.000966,0.000007,0.000064,0.144037,0.000327,0.000015,0,0.001513,0.000104,0,0,0,0.59513,0.000035,0.001702,0.00023,0.000003,0.000041,0.000004,0.000005,0.2497,0,0,0,0.000001,0,0,0,0.004702,0,0.000002,0.000777,0,7
0,0.006173,0.000048,0.000506,0.022369,0.000071,0.037514,0.000469,0,0.000007,0,0.152977,0.019022,0,0.000001,0,0.094116,0.414245,0.000063,0.003868,0.000087,0.003628,0.000131,0.012306,0,0,0,0,0.000018,0,0.000043,0.013871,0.099183,0.000363,0.117616,0.001303,0.000001,6
0,0.000693,0.000048,0.002173,0.019939,0,0.05456,0.1871,0.000103,0.000036,0.001312,0.193736,0.001859,0.00001,0.000593,0.000001,0.170188,0.009815,0.056587,0.000576,0.011201,0.21758,0.031094,0.016092,0.000011,0.000024,0,0.01043,0.000527,0.000001,0.000002,0.000031,0.012819,0.000532,0.000267,0.000059,0,5
0,0.00053,0,0.000104,0.000966,0.000007,0.000064,0.144037,0.000327,0.000015,0,0.001513,0.000104,0,0,0,0.59513,0.000035,0.001702,0.00023,0.000003,0.000041,0.000004,0.000005,0.2497,0,0,0,0.000001,0,0,0,0.004702,0,0.000002,0.000777,0,7
0,0.000317,0,0.000066,0.00021,0.000004,0.000002,0.127507,0.000951,0.000011,0,0.000741,0.00005,0,0,0,0.330287,0.000033,0.004009,0.000123,0.000002,0.000004,0,0.000001,0.526702,0,0,0,0,0,0,0,0.001791,0,0.000001,0.007186,0,7
0.000003,0.004513,0.03254,0.000896,0.062649,0.000022,0.12658,0.071232,0.000016,0.00001,0,0.010534,0.281733,0.001866,0.000307,0,0.017058,0.002308,0.000433,0.064732,0.188665,0.0017,0.000007,0.090987,0,0.001344,0.000336,0,0.000005,0.007978,0.000044,0,0.001323,0.02706,0.003099,0.000017,0,5
0.000001,0.00055,0.000001,0.013675,0.008961,0.000001,0.006361,0.022517,0.003652,0.000006,0.000234,0.075269,0.000635,0.000001,0.000863,0,0.011613,0.019198,0.546156,0.002928,0.027321,0.084651,0.000427,0.011403,0.000136,0.000002,0,0.016706,0.008405,0.00198,0,0.000006,0.103523,0.000241,0.001623,0.027446,0.003511,6
0,0.000028,0,0.000603,0.006859,0,0.023387,0,0,0,0,0.016943,0.000064,0,0.001945,0,0.00001,0.013298,0.000002,0.000357,0.005385,0.572412,0.003191,0.061022,0,0.000139,0,0.258508,0.004875,0,0.015053,0.001546,0.001426,0.010685,0.001351,0.000786,0.000126,6
0,0.000097,0.073346,0.000001,0.133798,0.00001,0.660752,0.000001,0,0.000002,0,0.00029,0.056505,0,0.000003,0,0.000515,0.000062,0,0.005223,0.007421,0.000102,0.000039,0.043983,0,0.001931,0,0,0,0,0.000592,0,0,0.015214,0.000109,0.000002,0,5
0,0.000574,0.00012,0.00148,0.012635,0.000006,0.037672,0.000003,0,0.000001,0,0.065706,0.006131,0.000001,0.006476,0,0.000044,0.019552,0.000022,0.001693,0.016749,0.162301,0.000037,0.425759,0,0.000601,0.015455,0.035804,0.000385,0,0.150542,0.00327,0.000657,0.032189,0.001904,0.000285,0.001942,6
0,0.001193,0.00019,0.000191,0.018986,0,0.022822,0,0,0,0,0.023921,0.001573,0,0.000008,0,0.002634,0.095927,0,0.000787,0.001507,0.220342,0.019198,0.028832,0,0.00056,0,0.00237,0.000058,0,0.380291,0.019384,0.125864,0.022219,0.011138,0.000002,0.000002,5
0.000002,0.000203,0.002463,0.001748,0,0.000002,0.000008,0,0,0,0,0.000002,0.016479,0,0.000019,0,0,0,0,0.054494,0.000197,0,0,0.000372,0,0.868246,0.000001,0.000016,0.000009,0,0.000018,0,0,0.05572,0,0,0,8
0.000033,0.004355,0.000305,0.006012,0.000029,0.000615,0.000001,0.000134,0.000087,0.001088,0,0.073183,0.090834,0.000006,0,0,0,0.358296,0.00618,0.031674,0.000011,0.000026,0,0.075029,0,0,0.024571,0,0.000392,0,0.000003,0.043564,0.000025,0.001952,0.281517,0.00007,0.000009,6
0.000033,0.004355,0.000305,0.006012,0.000029,0.000615,0.000001,0.000134,0.000087,0.001088,0,0.073183,0.090834,0.000006,0,0,0,0.358296,0.00618,0.031674,0.000011,0.000026,0,0.075029,0,0,0.024571,0,0.000392,0,0.000003,0.043564,0.000025,0.001952,0.281517,0.00007,0.000009,6
0,0.001343,0.000008,0.001012,0.000734,0.000004,0.000748,0.063276,0.000036,0.000155,0.001473,0.314674,0.001543,0,0,0.000002,0.085108,0.367202,0.066235,0.000404,0.000007,0.002013,0.004137,0.001491,0.000003,0,0,0.000004,0.000251,0,0,0.015586,0.046779,0.000018,0.02081,0.004945,0,6
0,0.000684,0.000075,0.002635,0.018588,0,0.040902,0.088843,0.000094,0.000022,0.020839,0.261446,0.003174,0.000575,0.001107,0,0.046763,0.036073,0.081402,0.000744,0.021804,0.275262,0.007903,0.055337,0.000001,0.000024,0,0.013889,0.000748,0.000011,0.000023,0.000468,0.017839,0.001437,0.001186,0.000088,0.000013,5
0.000066,0.000005,0,0.007655,0.000172,0,0.000007,0.000001,0.19842,0.000001,0,0.000116,0.000074,0.003325,0.000318,0,0,0.000005,0.008996,0.033193,0.375395,0.000097,0,0.00425,0,0.000003,0,0.000018,0.028362,0.339481,0,0,0,0.000036,0.000003,0.000001,0,7
0,0.000524,0.01857,0.000015,0.083447,0.000042,0.841958,0.000058,0,0.000068,0,0.005887,0.0247,0,0.000081,0.000004,0.00138,0.00002,0,0.001877,0.002167,0.000633,0.003269,0.01058,0,0.00172,0,0,0,0,0.000023,0,0,0.002608,0.000002,0.000367,0,5
0,0.000335,0.005977,0.000007,0.144829,0.000061,0.77712,0.001507,0,0.000042,0,0.002643,0.022263,0,0.000018,0.000001,0.024553,0.000071,0,0.002516,0.002166,0.000711,0.000404,0.013023,0,0.000137,0,0,0,0,0.000006,0,0.000001,0.000951,0.000026,0.000634,0,4
0,0.000365,0.00001,0.0002,0.001669,0.000001,0.001658,0.3792,0.000106,0.000042,0.000658,0.043224,0.000637,0,0,0.000001,0.480609,0.010926,0.035789,0.000154,0.000038,0.002452,0.000959,0.000727,0.00138,0,0,0.000003,0.000017,0,0,0.000029,0.037384,0.000004,0.000569,0.001186,0,6
0,0.000351,0.000074,0.000666,0.022223,0,0.200705,0,0,0,0,0.022126,0.00063,0,0.007727,0,0.000611,0.00069,0,0.000457,0.035521,0.291389,0.182582,0.011364,0,0.04126,0,0.11968,0.000339,0.000005,0.023876,0.000003,0.000044,0.037647,0.00002,0.000008,0.000001,6
0,0.000573,0.000425,0.000091,0.019685,0.000003,0.460683,0.001248,0,0.00003,0,0.06139,0.002691,0,0.000006,0.000003,0.243723,0.009268,0.000021,0.000337,0.00011,0.064884,0.09255,0.013659,0,0.000095,0,0.00027,0.000012,0,0.006387,0.000444,0.014589,0.003384,0.001412,0.002026,0,6
0,0.000296,0.000017,0.001523,0.013259,0,0.091071,0.007122,0.000001,0.000004,0.000007,0.125468,0.000762,0.000001,0.001035,0,0.045443,0.020471,0.008947,0.000328,0.011769,0.471609,0.048304,0.0212,0,0.000114,0,0.083304,0.000952,0.000009,0.000349,0.000304,0.041992,0.00328,0.000967,0.000085,0.000007,6
0,0.000939,0.000114,0.004997,0.007296,0.000001,0.013297,0.000257,0.000001,0.000087,0.000001,0.507291,0.004949,0.000505,0.003368,0.000004,0.000175,0.046757,0.001982,0.001304,0.008439,0.171396,0.0328,0.139759,0,0.000081,0,0.030344,0.0038,0,0.001078,0.004123,0.000043,0.013715,0.000942,0.000111,0.000044,5
0,0.002275,0.001706,0.000039,0.104894,0.000324,0.260605,0.003511,0,0.000083,0,0.054666,0.067017,0,0,0,0.265959,0.101416,0.000019,0.006009,0.000151,0.001718,0.000301,0.04904,0,0,0,0,0.000001,0,0.000046,0.002515,0.00619,0.000748,0.067079,0.00369,0,8
0,0.000906,0.000011,0.000385,0.099716,0.000003,0.257712,0,0,0.000001,0,0.059674,0.001621,0,0.004189,0,0.00234,0.007568,0,0.000655,0.004017,0.476611,0.003748,0.047684,0,0.000191,0,0.006577,0.000058,0,0.020381,0.000161,0.001238,0.00405,0.000333,0.000167,0.000002,6
0,0.001514,0.000003,0.002475,0.018842,0.000061,0.096592,0.000109,0,0.000375,0,0.454112,0.00135,0,0.000324,0.000499,0.002752,0.009007,0.000157,0.000969,0.000059,0.271936,0.077744,0.023665,0,0.000008,0,0.029848,0.00151,0,0.000117,0.000282,0.000407,0.000846,0.000301,0.004135,0,6
0,0.000846,0.000007,0.002201,0.007094,0.000028,0.038125,0.000025,0,0.000373,0,0.361727,0.000939,0,0.000208,0.000438,0.00058,0.013527,0.00011,0.000739,0.000068,0.203864,0.227067,0.02784,0,0.000017,0,0.064192,0.002795,0,0.00062,0.000843,0.000137,0.002668,0.000442,0.042481,0,6
0,0.000625,0.000013,0.000321,0.073652,0.000002,0.258093,0.000001,0,0.000001,0,0.052939,0.001172,0,0.002925,0,0.004072,0.008313,0,0.000455,0.00389,0.501077,0.006038,0.040943,0,0.000207,0,0.010663,0.000058,0,0.02638,0.000186,0.002479,0.004401,0.000397,0.000694,0.000002,6
0,0.001886,0.000011,0.002442,0.00788,0.000118,0.000133,0.215833,0.02892,0.001665,0.001998,0.19405,0.003125,0.000001,0.000014,0.000048,0.01609,0.011685,0.338845,0.001452,0.000635,0.006455,0.000046,0.010678,0.08457,0,0,0.000009,0.000121,0,0,0.000004,0.000503,0.000001,0.0001,0.070681,0,6
0,0.000569,0.000043,0.000159,0.003301,0.000012,0.477134,0.000887,0,0.00006,0,0.018537,0.000462,0,0.000001,0.000019,0.292933,0.000287,0.000008,0.000283,0.000002,0.024062,0.111281,0.000768,0,0.000214,0,0.006886,0.00003,0,0.000628,0.000002,0.035729,0.000982,0.00011,0.024612,0,6
0,0.000162,0.000009,0.000664,0.00411,0,0.010675,0,0,0,0,0.014555,0.000496,0,0.000363,0,0.000039,0.040717,0,0.000651,0.006229,0.207393,0.000137,0.087947,0,0.00041,0.000264,0.127694,0.000739,0.000008,0.396213,0.008658,0.033585,0.030177,0.007726,0.000481,0.019897,7
0,0.000569,0.000043,0.000159,0.003301,0.000012,0.477134,0.000887,0,0.00006,0,0.018537,0.000462,0,0.000001,0.000019,0.292933,0.000287,0.000008,0.000283,0.000002,0.024062,0.111281,0.000768,0,0.000214,0,0.006886,0.00003,0,0.000628,0.000002,0.035729,0.000982,0.00011,0.024612,0,6
0,0.00027,0.000005,0.000617,0.004812,0.000001,0.026631,0.000214,0,0.000012,0,0.207673,0.00042,0,0.000028,0.000001,0.01345,0.183821,0.001189,0.000172,0.000158,0.275019,0.055113,0.02299,0,0.000002,0,0.024301,0.000755,0,0.002873,0.050767,0.092246,0.001581,0.011086,0.023794,0.000001,5
0,0.000734,0.308389,0.000017,0.059608,0.000324,0.092107,0.000002,0,0.00019,0,0.005144,0.405289,0.00006,0.000137,0.000001,0.000001,0.00002,0,0.016682,0.015585,0.000019,0.00002,0.088469,0,0.000807,0,0,0,0,0.000003,0,0,0.00638,0.000001,0.000009,0,6
0,0.000522,0.000151,0.000581,0.001848,0.000005,0.000368,0.062509,0.000915,0.000079,0.71367,0.071409,0.008021,0.00114,0.000008,0,0.001472,0.035713,0.057997,0.000962,0.001044,0.002529,0.000013,0.035258,0.000004,0,0,0.000003,0.000037,0,0,0.000681,0.000792,0.000069,0.002158,0.000043,0,5
0,0.000656,0.000199,0.000095,0.015578,0,0.046551,0,0,0,0,0.035021,0.001682,0,0.000005,0,0.009968,0.144922,0,0.000391,0.000508,0.124131,0.013527,0.033098,0,0.000079,0,0.0006,0.000023,0,0.376148,0.048423,0.11612,0.011657,0.020123,0.000493,0,7
0,0.000739,0.002406,0.00003,0.015408,0.000051,0.009052,0,0,0,0,0.005607,0.042607,0,0.000005,0,0.000011,0.033523,0,0.005321,0.000715,0.002523,0,0.530879,0,0.000032,0.015007,0,0.000001,0,0.268687,0.020561,0.000289,0.017616,0.028915,0.000014,0,7
0,0.000262,0.000002,0.003346,0.002724,0.000004,0.002511,0,0,0.000004,0,0.13886,0.001063,0,0.001849,0,0.000002,0.130806,0.000085,0.001247,0.001869,0.187047,0.000275,0.296592,0,0.00001,0.000047,0.091178,0.007806,0,0.017508,0.0804,0.00043,0.013063,0.009315,0.000614,0.011081,7
0,0.00003,0.000001,0.008105,0.004026,0,0.009335,0,0,0.000022,0,0.051932,0.000387,0.000854,0.030508,0.000002,0,0.002123,0.000098,0.005022,0.104449,0.097185,0.015716,0.251276,0,0.001679,0,0.063945,0.286832,0.000002,0.000056,0.000066,0,0.066219,0.000094,0.000033,0.000002,5
0.000042,0.036461,0.000085,0.004059,0.000445,0.000819,0.000056,0.373798,0.004463,0.000375,0.000008,0.209912,0.064071,0,0,0,0.028938,0.169058,0.051819,0.018077,0.000003,0.000001,0.000001,0.000202,0.000194,0,0.000011,0,0.000042,0.000001,0,0.000119,0.000267,0,0.017176,0.019496,0.000001,6
0,0.000078,0,0.000311,0.000081,0,0.000042,0,0,0.000001,0,0.024215,0.000107,0,0.000001,0,0.000001,0.316598,0.000003,0.000141,0.000006,0.004905,0.000138,0.007856,0,0,0,0.000562,0.000803,0,0.001365,0.594809,0.002384,0.000673,0.042142,0.000859,0.001917,6
0.000002,0.000652,0,0.069976,0.001183,0,0.002231,0,0,0,0,0.003306,0.001241,0,0.212966,0,0,0.000001,0,0.029679,0.323307,0.001365,0.00038,0.000145,0,0.268176,0,0.000134,0.067527,0,0,0,0,0.017728,0,0,0,6
0,0.00043,0.000052,0.000446,0.023576,0,0.118757,0,0,0,0,0.009493,0.000332,0,0.001513,0,0.000418,0.000537,0,0.000586,0.014195,0.299692,0.262108,0.006619,0,0.055979,0,0.138818,0.000264,0,0.031556,0.000002,0.000121,0.034434,0.000021,0.000049,0,6
0,0.000069,0.000006,0.000275,0.007172,0,0.065977,0,0,0,0,0.013182,0.00011,0,0.001112,0,0.000299,0.002321,0,0.000137,0.006273,0.42017,0.08907,0.011341,0,0.003781,0,0.305159,0.000495,0,0.054152,0.000075,0.000768,0.017879,0.000114,0.00006,0.000002,6
0,0.00003,0.000002,0.000261,0.004886,0,0.039412,0,0,0,0,0.008678,0.00005,0,0.000931,0,0.000036,0.001838,0,0.000146,0.005036,0.387113,0.074667,0.013314,0,0.003118,0,0.404586,0.001282,0,0.034982,0.000082,0.000239,0.019071,0.000105,0.000134,0.000001,6
0,0.000329,0.000002,0.000682,0.006645,0.000002,0.005684,0,0,0,0,0.069816,0.00066,0,0.000336,0,0.000024,0.162602,0,0.000536,0.000712,0.303399,0.000432,0.136189,0,0.000009,0.000001,0.0297,0.000728,0,0.119092,0.133835,0.006633,0.006737,0.012165,0.000377,0.002674,6
0.000001,0.001374,0.002331,0.00013,0.040673,0.000017,0.000946,0.7935,0.004551,0.000194,0.000001,0.002188,0.021543,0.000058,0.000008,0,0.084698,0.000013,0.000796,0.007817,0.037755,0.000057,0.000003,0.001156,0.000079,0,0,0,0,0.000036,0,0,0.000001,0.000001,0.000001,0.000074,0,6
0,0.00036,0.000003,0.000592,0.001699,0,0.000095,0.742161,0.004597,0.000005,0.000011,0.00183,0.000232,0,0.000012,0,0.178969,0.000033,0.034764,0.000447,0.005268,0.000393,0.000034,0.000045,0.026902,0,0,0.000002,0.000007,0.00018,0,0,0.001064,0,0.000001,0.000294,0,6
0,0.000196,0.000004,0.001568,0.007269,0,0.033846,0.004496,0.000005,0.000014,0.00011,0.186301,0.000383,0,0.000264,0.000001,0.019941,0.049519,0.028382,0.000247,0.002246,0.440379,0.047119,0.024104,0,0.000009,0,0.095111,0.002247,0,0.000092,0.001904,0.047016,0.001163,0.002008,0.004055,0.000003,5
0,0.000218,0.000005,0.001614,0.007318,0,0.032771,0.005291,0.000005,0.000012,0.000189,0.198032,0.00046,0,0.00026,0.000001,0.021801,0.060116,0.030497,0.000261,0.00254,0.423989,0.040386,0.026151,0,0.000009,0,0.080345,0.002073,0,0.000115,0.00261,0.056662,0.001292,0.002502,0.002472,0.000006,5
0.000001,0.00021,0.000009,0.010183,0.000616,0,0.000143,0.001007,0.004865,0.000022,0.013233,0.054208,0.001862,0.778711,0.001778,0,0.000003,0.001313,0.060191,0.001705,0.026221,0.005801,0.000012,0.028815,0,0.000004,0,0.002618,0.005959,0.000002,0,0.000005,0.000002,0.000224,0.000025,0,0.000252,5
0,0.002594,0.000073,0.000055,0.002275,0.000008,0.000474,0,0,0,0,0.013911,0.003653,0,0,0,0.000328,0.570057,0,0.001417,0.000006,0.000626,0.000027,0.005679,0,0,0,0,0.000004,0,0.000783,0.228554,0.018396,0.000376,0.148235,0.002466,0.000003,7
0,0.000335,0.000038,0.002875,0.012504,0.000001,0.049282,0,0,0,0,0.022305,0.001966,0,0.066629,0,0.000008,0.001504,0.000003,0.002205,0.114291,0.166043,0.000104,0.145988,0,0.012228,0.002942,0.292379,0.001461,0.000057,0.03643,0.000018,0.000035,0.05921,0.000108,0.000283,0.008767,6
0,0.000114,0.000003,0.000138,0.000207,0.000001,0.000013,0.04842,0.00125,0.000023,0.838263,0.015293,0.0004,0,0,0,0.002905,0.009872,0.078773,0.000098,0.000037,0.000269,0.000003,0.000976,0.00072,0,0,0,0.00001,0,0,0.000039,0.001537,0,0.000311,0.000324,0,5
0,0.000672,0.000022,0.000127,0.005838,0.000002,0.015723,0.000001,0,0.000001,0,0.066248,0.001183,0,0.000001,0,0.011802,0.402976,0.000001,0.000282,0.000049,0.033411,0.003263,0.014022,0,0.000001,0,0.000091,0.000033,0,0.016614,0.193077,0.167927,0.00144,0.055408,0.009783,0.000002,6
0,0.000334,0.000001,0.009327,0.000701,0,0.001857,0,0,0,0,0.000769,0.000408,0,0.15732,0,0,0,0,0.005355,0.324382,0.000184,0.002612,0.000045,0,0.482129,0,0.000209,0.003121,0.00162,0,0,0,0.009621,0,0,0.000003,5
0,0.000099,0.417986,0.000006,0.000013,0.000005,0.000033,0,0,0,0,0.000005,0.380519,0,0,0,0,0,0,0.052078,0.000074,0,0,0.038616,0,0.03236,0.000001,0,0,0,0.002023,0,0,0.076177,0.000005,0,0,6
0,0.000767,0.000021,0.000158,0.038759,0.000001,0.029185,0,0,0,0,0.023236,0.000527,0,0.000056,0,0.000721,0.039504,0,0.000504,0.000779,0.554955,0.009278,0.043003,0,0.000146,0,0.014846,0.000065,0,0.201466,0.004269,0.020272,0.006088,0.002249,0.00914,0.000002,6
0,0.000384,0.000015,0.003194,0.005158,0.000003,0.002182,0.079865,0.004695,0.000014,0.162859,0.090026,0.001918,0.002132,0.000497,0,0.003893,0.0177,0.495201,0.000895,0.015324,0.047254,0.000026,0.045877,0.001493,0.000001,0.000006,0.003911,0.000652,0.000035,0,0.000075,0.01069,0.000115,0.000664,0.002671,0.000578,6
0,0.00045,0.000051,0.00201,0.015905,0,0.079967,0.008266,0.000002,0.000007,0.000039,0.201268,0.001959,0.000067,0.001798,0,0.020737,0.031422,0.010293,0.000513,0.020228,0.453844,0.023564,0.051516,0,0.000146,0,0.050986,0.000973,0.000009,0.000628,0.000969,0.015753,0.005318,0.001283,0.000013,0.000018,6
0,0.000978,0.000007,0.000965,0.000346,0.000003,0.000318,0.00506,0.000003,0.000215,0.000058,0.294262,0.001318,0,0,0.000006,0.006836,0.52688,0.016467,0.00038,0.000004,0.002636,0.009017,0.00268,0,0,0,0.000014,0.00041,0,0.000001,0.074421,0.016123,0.000083,0.039266,0.001242,0,6
0,0.000148,0.000003,0.001811,0.001415,0.000001,0.000413,0.028532,0.004378,0.000008,0.416502,0.043454,0.000607,0.000229,0.000097,0,0.00121,0.011837,0.439399,0.000392,0.004382,0.016876,0.000011,0.016392,0.000846,0,0.000001,0.001605,0.000553,0.000011,0,0.000058,0.006913,0.000029,0.000427,0.001058,0.000401,6
0,0.000092,0.000001,0.004777,0.002808,0.000001,0.003758,0.000035,0.000012,0.000026,0.000182,0.193275,0.000341,0.000017,0.000893,0.000001,0.000033,0.118523,0.023804,0.000869,0.003952,0.294304,0.006264,0.137096,0,0.000004,0,0.137143,0.037521,0,0.000101,0.01693,0.001373,0.003805,0.006367,0.005453,0.00024,7
0,0.004305,0.000074,0.001758,0.011146,0.000005,0.017881,0.420668,0.000025,0.000069,0,0.002052,0.001557,0,0.000367,0.000002,0.455163,0.000002,0.000253,0.006056,0.004792,0.000578,0.035296,0.000026,0.000011,0.000187,0,0.000015,0.000009,0,0,0,0.000025,0.000108,0,0.037569,0,6
