@relation wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R12_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A6-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.000222,0.00374,0.000375,0.01074,0.027834,0.004339,6
-0.011523,-0.001603,0.02254,0.01574,-0.01397,0.003502,6
0.013296,0.00035,0.01904,0.020411,-0.023772,-0.009122,5
0.029706,-0.023022,-0.009248,0.009803,-0.002482,-0.003364,6
-0.008997,-0.009645,0.000908,-0.010178,-0.002205,0.010223,7
-0.001488,0.009338,-0.009569,-0.004054,-0.016006,-0.01601,5
0.017005,0.015322,0.043267,0.003152,-0.01456,-0.01014,6
-0.017523,-0.00242,0.012312,0.009881,-0.001888,0.002385,6
-0.01934,0.006192,0.000062,0.023382,-0.009152,0.011296,6
0.019597,-0.015454,-0.000769,0.006044,0.019281,0.017852,5
-0.018849,-0.001945,0.008374,0.007925,-0.013151,0.013141,6
-0.008847,-0.009614,0.012349,-0.006505,-0.001182,0.003941,6
-0.003686,0.001084,0.037799,-0.013831,0.00111,-0.00392,5
-0.015379,0.000708,0.011634,0.003652,0.007421,-0.001711,6
-0.006604,-0.012423,-0.001978,-0.001573,-0.001694,-0.000186,6
-0.000414,-0.007056,0.004584,-0.00017,0.016519,-0.01774,6
0.004245,-0.029842,0.012127,0.012225,-0.031204,-0.005253,7
-0.020055,0.012647,-0.007509,-0.003887,-0.010966,0.008364,6
-0.003727,0.000373,0.038623,-0.012524,0.00185,-0.004199,5
0.032629,-0.022276,0.004045,-0.001423,0.003722,-0.001295,6
0.032629,-0.022276,0.004045,-0.001423,0.003722,-0.001295,6
0.032629,-0.022276,0.004045,-0.001423,0.003722,-0.001295,6
0.032629,-0.022276,0.004045,-0.001423,0.003722,-0.001295,6
0.002746,0.000868,-0.001183,-0.00645,-0.00044,0.009451,6
0.032629,-0.022276,0.004045,-0.001423,0.003722,-0.001295,6
-0.008694,-0.012565,0.017929,0.009566,-0.011949,0.00001,6
-0.014997,0.004012,0.009646,-0.009056,-0.018756,0.011115,6
-0.006228,-0.004708,0.002444,0.006708,-0.012043,0.014848,7
0.009466,-0.037634,-0.010795,0.017992,0.00963,-0.001632,5
-0.006228,-0.004708,0.002444,0.006708,-0.012043,0.014848,7
0.015051,0.007654,0.005089,-0.004551,-0.010462,-0.002004,6
-0.013922,-0.002769,-0.000044,0.019544,-0.023205,-0.007869,6
0.009466,-0.037634,-0.010795,0.017992,0.00963,-0.001632,5
-0.006228,-0.004708,0.002444,0.006708,-0.012043,0.014848,7
-0.011108,0.026971,-0.025932,0.026262,-0.010646,0.012851,6
-0.017002,-0.001203,0.009294,0.014128,-0.002582,0.000289,6
-0.009277,-0.011468,0.020965,0.024996,-0.003976,0.014405,6
-0.007049,-0.012842,0.015568,0.018039,-0.005787,0.007625,7
-0.030526,-0.002408,0.000797,-0.022459,0.013783,0.009665,6
-0.025921,-0.017219,-0.010084,0.001951,-0.0095,-0.001646,6
-0.019685,-0.020606,-0.003285,0.013722,-0.008092,0.018567,8
-0.016259,-0.019526,-0.006144,0.013077,-0.011569,0.019947,8
-0.025921,-0.017219,-0.010084,0.001951,-0.0095,-0.001646,6
0.001841,-0.004308,0.014715,0.013234,0.01027,0.002769,5
-0.000724,-0.00577,-0.010109,-0.016759,0.001083,-0.01952,6
-0.021527,-0.00181,-0.018349,-0.023274,-0.002343,-0.007934,4
-0.016425,-0.005184,0.011942,0.000178,-0.012234,-0.001163,6
-0.016422,-0.015838,-0.015801,-0.013714,-0.017787,0.016897,6
-0.003193,0.001827,0.009225,0.016573,0.017129,-0.024329,5
-0.016425,-0.005184,0.011942,0.000178,-0.012234,-0.001163,6
-0.009368,-0.008853,0.008112,0.005279,-0.007138,-0.017488,7
-0.002347,-0.012881,0.014122,-0.009902,-0.002354,0.007632,6
-0.008,0.001685,-0.020091,-0.023916,-0.020444,-0.017923,4
-0.021195,0.003572,0.011159,0.002927,-0.011917,0.013094,7
-0.015548,0.000718,0.001847,0.000501,0.015742,-0.005678,5
-0.022876,-0.001144,-0.005285,-0.007176,-0.001502,0.015352,6
-0.016422,-0.015838,-0.015801,-0.013714,-0.017787,0.016897,6
-0.000885,-0.002206,0.007977,0.018538,-0.003933,-0.025231,5
-0.010451,-0.025245,-0.005823,0.014964,0.003685,0.00667,7
-0.006028,-0.004031,0.00765,-0.000619,-0.013312,0.012422,7
-0.024803,-0.012938,-0.009665,-0.006611,-0.013951,0.025121,6
-0.018311,-0.013688,0.018712,0.016193,-0.00899,0.004994,7
-0.010451,-0.025245,-0.005823,0.014964,0.003685,0.00667,7
-0.016528,0.002644,-0.008909,0.025338,-0.008872,0.013672,7
0.006142,0.033571,0.014605,-0.005857,-0.004329,-0.00174,5
0.002529,-0.01708,0.007498,0.00125,0.018675,-0.024436,5
-0.007734,-0.00909,-0.013364,-0.008161,-0.017458,0.035437,6
-0.013639,0.007337,0.001936,0.017207,-0.004511,-0.004404,5
-0.005331,-0.004917,0.008828,-0.017317,-0.019004,-0.015832,6
-0.027804,-0.013,0.001299,-0.014314,0.006094,0.001858,5
-0.00965,-0.009776,-0.014347,0.017764,0.010037,-0.026167,4
-0.012118,-0.00545,0.020476,0.001098,-0.017342,0.00712,7
-0.025062,-0.002978,-0.022112,-0.016851,-0.033475,0.006876,5
0.011491,-0.021577,-0.002873,0.019908,-0.038611,0.009734,6
-0.023805,-0.006261,0.007885,0.000807,-0.002021,0.00452,6
-0.007734,-0.00909,-0.013364,-0.008161,-0.017458,0.035437,6
-0.024361,-0.015107,0.009346,0.004688,-0.018774,0.012016,7
0.001608,0.001331,0.019825,-0.000832,0.012398,-0.01539,6
-0.001638,0.002736,-0.003747,0.002504,0.018979,0.007777,6
0.00285,0.015074,0.027135,-0.012226,-0.004299,-0.00636,7
-0.014603,-0.018941,0.001401,-0.011058,0.025167,0.003534,6
-0.003407,-0.01092,-0.001048,0.004774,-0.0118,0.002225,6
0.01469,-0.024722,-0.008344,0.021832,-0.036381,0.009066,5
0.009124,-0.022327,0.003327,0.015953,-0.020695,0.006527,6
-0.000541,0.01061,-0.001743,0.009947,0.002229,-0.012412,6
-0.017282,-0.00809,0.018647,0.007097,0.014106,0.009881,6
-0.018177,-0.006178,0.000624,0.008547,-0.009724,0.021397,6
-0.010484,-0.002038,0.005825,0.006148,0.005677,0.004873,7
-0.018014,-0.012098,0.002913,0.008163,-0.010958,0.003292,7
-0.011182,0.000133,0.006977,0.002777,0.00133,-0.010779,6
-0.021304,-0.006747,0.003857,0.030275,-0.006211,-0.002288,7
-0.018014,-0.012098,0.002913,0.008163,-0.010958,0.003292,7
-0.012887,-0.004816,-0.006767,-0.019097,0.007846,-0.011181,5
-0.010484,-0.002038,0.005825,0.006148,0.005677,0.004873,7
-0.017318,-0.008983,0.008548,-0.006173,0.003569,0.009986,6
0.00026,-0.011353,0.00497,-0.006912,0.013662,0.018487,6
-0.006398,-0.014215,0.024305,0.011415,-0.002576,-0.00064,8
-0.029101,0.011135,-0.007073,0.011148,0.013499,0.018722,5
0.017249,0.001447,-0.017647,0.00531,0.006152,0.010496,6
0.017249,0.001447,-0.017647,0.00531,0.006152,0.010496,6
0.017249,0.001447,-0.017647,0.00531,0.006152,0.010496,6
-0.008957,-0.004918,0.016764,-0.002682,-0.019241,0.007274,8
0.00975,-0.009557,0.040001,-0.001206,0.044051,-0.017285,3
0.013507,0.019735,-0.003159,0.012875,0.013579,0.005179,5
-0.010985,-0.006294,-0.003391,0.009272,0.009616,-0.019184,5
0.003009,-0.00376,0.012938,-0.000295,-0.020673,0.000911,7
-0.008004,0.00581,0.017804,-0.003222,-0.007851,0.002168,7
0.002084,0.015061,0.023707,-0.005651,-0.001207,-0.006548,5
-0.011469,-0.009738,0.005518,-0.008606,0.012787,-0.021002,4
-0.007366,0.010777,0.000439,0.01979,-0.011081,0.01014,8
-0.007797,0.006282,0.001967,0.012428,-0.001197,-0.011505,7
-0.01818,0.008331,-0.013635,0.009091,-0.003625,-0.002695,6
-0.017047,0.003236,-0.001664,0.024705,-0.014432,0.004997,6
-0.011086,-0.003412,0.00657,-0.010531,0.011238,-0.008057,7
-0.015175,-0.006683,-0.01361,0.014258,0.025913,-0.008589,6
-0.012836,-0.004018,0.004905,-0.005799,0.002412,-0.001715,7
-0.013955,-0.004506,0.00415,-0.00502,0.003188,-0.001664,7
-0.015175,-0.006683,-0.01361,0.014258,0.025913,-0.008589,6
-0.002834,0.000956,0.001742,-0.000414,0.023214,0.010264,5
-0.014693,-0.002606,-0.014808,-0.004751,-0.015404,-0.014934,5
-0.015351,-0.019539,0.01437,0.020017,-0.01509,-0.001822,8
-0.005255,0.002305,0.001867,-0.000739,0.024303,0.007842,5
0.007526,0.019118,0.001558,-0.012685,-0.007585,-0.020642,6
-0.005255,0.002305,0.001867,-0.000739,0.024303,0.007842,5
-0.002834,0.000956,0.001742,-0.000414,0.023214,0.010264,5
-0.000378,0.000326,0.002146,-0.000444,0.022888,0.00324,5
-0.012708,-0.023639,-0.004811,0.011616,-0.01431,0.013863,7
-0.014693,-0.002606,-0.014808,-0.004751,-0.015404,-0.014934,5
-0.015351,-0.019539,0.01437,0.020017,-0.01509,-0.001822,8
-0.008547,-0.017494,0.002208,0.008715,-0.017385,0.005903,6
-0.011736,-0.009538,0.017181,0.006982,-0.025543,0.016821,7
-0.017598,0.005663,0.015692,0.016721,-0.007515,0.013388,7
-0.038676,-0.006528,0.000484,-0.062779,0.014131,0.062815,3
0.017555,-0.012223,-0.004402,0.016637,-0.010374,-0.000252,6
-0.012224,-0.01287,0.007612,0.000904,-0.015956,0.009176,7
-0.018159,0.00677,0.007121,0.020853,-0.010985,0.012142,7
-0.002267,0.019383,0.038567,-0.018755,0.004256,0.008539,7
-0.022691,-0.012189,0.017063,0.010893,-0.009699,0.005815,7
-0.01919,-0.016521,0.010784,0.018171,-0.012289,-0.006075,7
-0.017002,-0.010502,0.015281,0.010444,-0.003053,-0.004695,6
0.005341,-0.016861,0.015783,0.011579,-0.004958,-0.000451,6
-0.008622,0.005836,0.010082,0.004655,-0.017764,0.000299,7
0.001679,0.011339,0.033067,0.004431,0.014059,-0.00795,5
0.018366,-0.016588,-0.013086,-0.002201,-0.015478,0.010389,5
-0.000117,0.009228,0.027292,0.008198,-0.017311,-0.000522,7
-0.01839,-0.007494,0.004289,0.006012,-0.01164,0.017712,7
-0.021032,-0.009964,0.001472,-0.001065,0.005783,-0.005644,6
-0.00162,0.000499,-0.00307,0.006959,0.011126,0.00752,6
-0.000283,-0.010159,0.017356,0.015993,0.020562,-0.00751,6
-0.017607,-0.0165,-0.001098,0.005344,-0.003184,-0.009638,6
0.006218,-0.00983,-0.008995,0.005055,0.013779,0.016044,6
0.027158,-0.030983,-0.00611,-0.00661,-0.033857,-0.007171,6
-0.000534,-0.006718,-0.010528,-0.016325,0.00102,-0.019046,6
-0.007963,0.01324,0.00847,0.021095,-0.016136,-0.00077,6
-0.000534,-0.006718,-0.010528,-0.016325,0.00102,-0.019046,6
-0.001997,-0.013135,0.00705,-0.000867,-0.005901,-0.000131,5
0.006378,-0.009296,-0.009382,0.005671,0.013595,0.015449,7
0.006218,-0.00983,-0.008995,0.005055,0.013779,0.016044,6
-0.00374,-0.001008,0.004911,-0.00184,0.009133,0.024167,6
-0.003248,-0.003978,0.005555,-0.000865,0.00932,0.024317,6
-0.003785,0.000475,0.002844,0.005558,0.003505,0.007827,6
0.023109,-0.006902,0.01006,-0.006202,-0.0082,-0.010831,6
-0.005735,-0.004632,-0.000806,-0.004189,-0.007509,0.010913,6
-0.022157,-0.013244,0.024211,-0.002997,-0.007106,0.007165,6
-0.014409,-0.031038,-0.001835,0.008616,-0.017197,0.011083,6
-0.005473,-0.032753,0.000922,0.010694,-0.01913,0.015325,6
0.003478,-0.016483,0.012275,0.031238,-0.011443,0.008543,6
0.012072,-0.023859,0.006284,0.013252,-0.01388,0.003533,7
-0.014409,-0.031038,-0.001835,0.008616,-0.017197,0.011083,6
-0.005473,-0.032753,0.000922,0.010694,-0.01913,0.015325,6
-0.012427,-0.008961,-0.00577,-0.001088,-0.01135,-0.01753,7
-0.005735,-0.004632,-0.000806,-0.004189,-0.007509,0.010913,6
-0.022157,-0.013244,0.024211,-0.002997,-0.007106,0.007165,6
-0.018706,-0.022514,0.019154,-0.007162,-0.000194,-0.008657,6
-0.016299,-0.016417,-0.006375,-0.007261,-0.021423,0.004501,7
-0.027206,-0.009282,0.00723,0.024208,-0.009466,0.008885,6
-0.018257,0.002398,0.006012,-0.003982,0.019483,0.000456,6
0.001709,-0.014695,-0.003739,0.003983,-0.014551,0.011505,7
0.007582,0.00555,0.030732,-0.001805,0.000212,0.004949,6
-0.035626,-0.012378,0.004358,0.004072,-0.008493,0.021975,7
-0.018257,0.002398,0.006012,-0.003982,0.019483,0.000456,6
-0.029413,0.007855,-0.006129,0.011148,0.013023,0.015145,6
-0.020336,-0.009112,0.016954,0.00709,-0.001989,0.022008,8
-0.010839,-0.005421,-0.003934,-0.020424,0.027974,0.031344,5
-0.005971,0.004575,0.008249,0.008664,-0.013423,0.003388,7
-0.008263,-0.013326,0.006031,-0.012038,0.002764,0.008126,7
-0.005971,0.004575,0.008249,0.008664,-0.013423,0.003388,7
0.002709,0.013505,0.000977,0.006267,0.002241,0.008769,6
-0.020336,-0.009112,0.016954,0.00709,-0.001989,0.022008,8
-0.010839,-0.005421,-0.003934,-0.020424,0.027974,0.031344,5
-0.024943,-0.003386,-0.019287,-0.017148,-0.028235,0.005006,6
0.008963,-0.018345,-0.000576,0.016899,-0.035597,0.008306,7
-0.014898,-0.021215,-0.003373,0.00797,-0.012498,0.017086,8
-0.016179,-0.014973,-0.015574,-0.002916,-0.019527,0.019876,6
0.004084,0.00496,0.002709,-0.000081,0.021468,0.001995,5
0.005356,0.006306,0.000254,0.000823,0.019466,0.000284,5
0.001589,-0.008651,-0.0051,-0.008038,-0.004783,0.011534,6
0.014637,0.013826,0.016158,-0.001239,0.013013,0.002661,5
0.006762,-0.015663,0.014606,0.012152,-0.006354,-0.006951,6
-0.007796,0.011826,-0.018441,0.005984,-0.005536,-0.006281,6
-0.017138,-0.001923,-0.022251,-0.019472,-0.012746,0.007652,5
-0.007796,0.011826,-0.018441,0.005984,-0.005536,-0.006281,6
-0.003818,0.000672,0.0027,0.019062,0.009222,-0.024902,6
0.006762,-0.015663,0.014606,0.012152,-0.006354,-0.006951,6
-0.00264,0.008171,0.012367,0.003776,-0.003091,-0.014898,3
-0.009696,0.018281,-0.020786,-0.014918,-0.018858,0.011576,7
-0.004058,-0.014197,0.005734,0.005028,0.015351,-0.009935,6
-0.000705,-0.008962,0.004263,-0.007647,0.009054,0.012339,6
0.017912,-0.005086,-0.019319,0.020634,0.014599,0.002629,6
-0.009696,0.018281,-0.020786,-0.014918,-0.018858,0.011576,7
-0.014152,0.015287,0.02008,0.011666,-0.006563,0.019046,7
0.007625,0.01053,-0.021281,0.02089,0.00826,0.011375,6
-0.016264,-0.005815,0.00516,0.007107,-0.022607,-0.002281,4
-0.018778,-0.013375,0.001225,0.025675,-0.016188,0.008344,8
0.03537,0.006568,0.008951,-0.02045,-0.004727,0.006622,5
0.035264,0.006263,0.008072,-0.019434,-0.004735,0.006303,6
0.035264,0.006263,0.008072,-0.019434,-0.004735,0.006303,6
0.005303,-0.004162,0.024747,0.001349,0.001662,0.022476,6
0.006828,0.014706,0.009719,0.015879,-0.025561,0.003035,6
0.037069,0.006116,0.006379,-0.016947,-0.005724,0.006712,6
-0.011741,0.004662,0.000379,-0.01892,-0.012134,0.006311,5
-0.014607,-0.00591,0.010557,0.001709,-0.014358,-0.004056,6
0.006376,-0.004098,0.001173,0.000989,-0.018915,-0.00309,6
0.014051,-0.009132,-0.001921,-0.002856,0.001539,-0.014553,5
0.014051,-0.009132,-0.001921,-0.002856,0.001539,-0.014553,5
-0.013624,0.001753,0.010085,-0.004486,-0.011011,0.00115,5
-0.011478,0.003618,0.002516,-0.00764,-0.004553,-0.007042,5
-0.009444,-0.017527,-0.000333,0.026101,-0.006957,-0.007184,7
-0.013667,-0.007548,0.014923,0.003583,0.001426,-0.005359,6
0.019608,-0.007366,-0.004563,0.005945,0.016179,0.028913,5
-0.007798,-0.003219,0.021372,-0.011906,-0.009794,0.020998,8
0.003072,0.006566,-0.013997,0.009966,0.000211,0.009131,6
-0.007798,-0.003219,0.021372,-0.011906,-0.009794,0.020998,8
-0.021663,-0.025423,0.001891,0.000961,0.00193,0.006979,7
-0.021663,-0.025423,0.001891,0.000961,0.00193,0.006979,7
0.015821,0.018567,-0.016113,-0.006597,-0.014539,-0.011426,5
0.006258,-0.0162,0.014621,0.01163,-0.006819,-0.009265,6
-0.032727,-0.018353,-0.00789,-0.000462,-0.007305,0.000221,6
-0.026904,-0.003287,0.010849,0.006278,0.026325,0.006191,5
-0.002608,0.016954,0.017106,0.030652,-0.030856,0.009654,7
-0.004028,-0.025412,-0.003137,-0.029073,0.01506,0.014863,6
-0.001392,-0.025827,0.001293,-0.008043,-0.001144,0.003777,6
-0.03412,-0.009899,0.027632,-0.029519,0.022559,0.038368,8
-0.016728,0.002416,0.011676,-0.000026,-0.018035,0.011676,6
-0.019106,-0.004137,0.017941,0.005236,-0.012636,0.009774,7
-0.017212,0.00138,0.014016,-0.003417,-0.017806,0.012439,6
-0.016728,0.002416,0.011676,-0.000026,-0.018035,0.011676,6
-0.000405,-0.000439,-0.010135,0.011919,0.030251,0.008765,5
-0.004028,-0.025412,-0.003137,-0.029073,0.01506,0.014863,6
-0.010143,-0.00612,0.015175,-0.000705,-0.017893,0.009037,8
-0.017026,0.010832,-0.009686,0.017114,0.028528,-0.010213,6
0.020787,0.012744,-0.005176,0.025837,0.003338,-0.003051,6
-0.019217,-0.025081,-0.000869,0.02717,-0.020917,0.010354,8
-0.025197,0.006089,-0.009768,0.001444,-0.002812,0.010232,7
-0.009555,-0.010544,0.019659,0.011151,-0.019814,0.011003,7
-0.010143,-0.00612,0.015175,-0.000705,-0.017893,0.009037,8
-0.010455,-0.017387,0.01039,0.036645,-0.01899,0.010127,8
-0.019217,-0.025081,-0.000869,0.02717,-0.020917,0.010354,8
-0.018472,-0.006153,-0.007278,0.010247,-0.00768,-0.009737,6
-0.017026,0.010832,-0.009686,0.017114,0.028528,-0.010213,6
-0.019519,-0.006589,-0.007819,-0.012604,-0.014154,-0.004847,6
-0.025197,0.006089,-0.009768,0.001444,-0.002812,0.010232,7
0.011128,-0.017002,0.005216,0.030142,-0.027324,0.029965,7
-0.017627,-0.01288,0.0106,0.001044,-0.000602,-0.000815,7
-0.008332,-0.002338,0.027586,-0.009735,0.00401,0.01086,7
0.026897,-0.001379,-0.00686,0.00233,-0.034396,0.040626,6
0.011128,-0.017002,0.005216,0.030142,-0.027324,0.029965,7
0.010727,-0.000075,0.013524,-0.010024,-0.010424,0.006095,6
0.008826,0.026194,-0.006807,0.002681,-0.013929,-0.002179,6
-0.021402,0.002292,0.004709,0.005232,-0.023584,0.017801,7
0.022405,-0.001355,-0.012633,0.015005,0.007139,0.001822,5
0.003209,-0.006155,0.011506,-0.005736,0.01467,0.017905,6
-0.009772,-0.017441,0.006525,-0.014962,0.011482,0.028498,6
-0.010602,-0.003756,0.006763,0.003528,-0.009962,-0.009697,7
0.001899,-0.026417,-0.015871,0.001873,-0.043663,0.016074,6
-0.014163,-0.023528,-0.013238,0.00822,-0.034849,0.028349,6
-0.016175,-0.005031,0.003038,0.00365,-0.015499,-0.003899,7
-0.010276,0.013756,-0.006223,-0.003341,-0.006665,-0.005724,5
-0.017146,-0.021545,0.019581,-0.01542,0.04407,0.02798,5
-0.009535,0.001875,0.025475,-0.002742,0.007186,0.01254,7
-0.00063,0.001384,0.004216,-0.004207,0.019641,0.00424,5
-0.017146,-0.021545,0.019581,-0.01542,0.04407,0.02798,5
0.00131,-0.005065,0.022901,0.0165,-0.001686,0.005519,6
-0.029683,0.009992,-0.023913,-0.010111,-0.018809,0.010888,6
-0.006882,-0.011608,0.00125,-0.027826,0.009968,0.013569,6
-0.007705,-0.032139,-0.002997,-0.005545,-0.01151,-0.011599,4
-0.014483,0.010679,-0.000561,0.01287,-0.02215,0.014379,7
-0.000681,0.006785,-0.006745,-0.002171,0.011375,0.004291,5
0.003324,-0.004819,-0.001649,-0.002309,-0.023938,-0.003275,6
0.010429,-0.022247,0.00464,-0.002003,-0.003627,0.018594,6
-0.000683,-0.000391,0.000936,0.003136,0.022884,-0.000494,5
-0.015032,-0.009037,-0.001246,-0.010899,-0.002685,-0.009597,6
-0.005011,-0.002605,0.009631,-0.002107,0.007872,-0.020346,5
-0.016838,-0.008442,0.014923,-0.002557,-0.005041,0.018275,7
-0.027744,-0.014234,-0.002585,-0.000021,-0.015789,0.002614,6
-0.026187,-0.009441,-0.012164,0.001563,-0.022207,0.01252,6
-0.012942,0.001413,-0.005882,-0.021055,-0.009414,0.008207,6
-0.004715,0.01564,0.021564,0.001483,0.006256,0.002484,6
-0.004715,0.01564,0.021564,0.001483,0.006256,0.002484,6
-0.000327,-0.001756,0.000418,0.028441,-0.014713,0.011883,6
-0.004715,0.01564,0.021564,0.001483,0.006256,0.002484,6
-0.015862,-0.003832,0.005439,-0.023502,0.011087,-0.00804,6
0.032316,-0.029075,0.014039,-0.002656,0.003538,-0.003471,6
0.032316,-0.029075,0.014039,-0.002656,0.003538,-0.003471,6
0.032316,-0.029075,0.014039,-0.002656,0.003538,-0.003471,6
0.000479,-0.013484,0.003737,0.013737,0.01181,-0.013836,6
0.032319,0.006054,0.031292,0.027734,-0.026952,0.000957,7
-0.032389,-0.017798,-0.004992,-0.031608,0.000298,0.001707,6
0.032316,-0.029075,0.014039,-0.002656,0.003538,-0.003471,6
-0.011388,-0.024208,-0.01109,-0.005656,-0.024024,-0.015513,4
-0.011512,-0.012924,0.003721,0.010757,-0.024177,0.002964,6
-0.014364,-0.031211,-0.01562,-0.005608,0.018163,-0.025231,5
-0.030362,0.002252,-0.013402,0.009506,-0.004597,0.020626,6
-0.000328,-0.018434,-0.020798,-0.004425,-0.021612,-0.00025,6
-0.016945,-0.002293,-0.022523,0.020236,-0.022367,0.002453,6
-0.008287,-0.013378,-0.001215,0.00008,-0.012838,-0.007794,6
-0.008287,-0.013378,-0.001215,0.00008,-0.012838,-0.007794,6
-0.016945,-0.002293,-0.022523,0.020236,-0.022367,0.002453,6
-0.012828,0.001949,-0.006582,-0.010058,-0.020502,-0.005005,6
-0.004278,0.013607,-0.011421,-0.01856,-0.005014,-0.014435,6
-0.014468,-0.001347,0.003251,-0.00311,0.000699,-0.008099,7
0.016801,-0.002169,-0.01118,0.004228,-0.012112,0.016897,5
-0.012989,0.003634,-0.014643,0.025368,-0.002541,-0.016424,4
-0.018297,-0.011084,-0.01909,0.007884,0.000689,0.008109,5
-0.005409,0.003316,-0.009311,0.018697,-0.025831,0.013654,7
-0.009356,-0.023318,-0.016128,0.004125,-0.016037,-0.003951,7
-0.021198,-0.00548,0.007629,-0.010896,-0.004178,0.001876,7
-0.003577,0.004642,0.020467,0.003579,0.010649,0.00443,7
0.016525,-0.037685,-0.01992,0.012056,-0.00103,-0.000328,6
0.016525,-0.037685,-0.01992,0.012056,-0.00103,-0.000328,6
0.016525,-0.037685,-0.01992,0.012056,-0.00103,-0.000328,6
-0.01272,0.001327,0.013517,-0.003755,-0.009893,0.001621,7
-0.004337,0.003637,0.022203,0.006085,0.012515,0.003435,7
-0.003658,0.003221,0.022115,0.006194,0.012129,0.003874,7
-0.001331,-0.015099,0.003228,-0.006514,-0.003495,0.000503,7
-0.023873,0.000986,0.001617,-0.003399,-0.006613,0.007379,7
-0.030451,-0.015828,0.013385,-0.009893,0.003616,0.00921,7
0.004222,-0.01646,0.009176,-0.005914,-0.001897,0.017755,6
-0.004492,0.025996,0.039179,-0.003961,-0.004418,0.019763,7
0.012003,0.020077,-0.001942,0.011924,0.016237,0.010439,6
0.018964,-0.023869,0.003705,-0.012888,-0.008901,-0.003435,6
0.001876,0.018163,0.007795,-0.000243,0.001009,-0.012172,7
0.015147,0.01004,0.006352,0.001536,-0.00688,-0.004836,6
-0.031048,-0.023424,-0.004576,-0.006762,-0.013657,0.003331,6
0.000079,-0.006813,-0.011772,0.011137,0.016079,-0.002417,5
0.002502,-0.006243,0.00127,0.000429,0.017682,-0.007203,5
0.010695,-0.021148,-0.021175,0.011685,0.007953,-0.000512,6
0.010695,-0.021148,-0.021175,0.011685,0.007953,-0.000512,6
0.000079,-0.006813,-0.011772,0.011137,0.016079,-0.002417,5
-0.004753,0.001862,0.012129,-0.012249,-0.009665,-0.010221,6
-0.003297,0.007296,0.008347,-0.007544,-0.003823,-0.009764,6
-0.026308,-0.009241,-0.015515,0.016933,-0.014301,-0.004005,6
-0.00166,-0.0069,-0.008993,-0.017139,0.015762,0.01996,5
-0.010094,0.008842,-0.002335,0.004656,-0.008259,-0.009284,5
0.007586,-0.022657,0.00097,-0.015669,-0.001083,0.008882,7
0.038439,-0.038864,-0.012741,0.014566,-0.024116,0.024379,6
-0.025242,-0.012927,0.037071,-0.035812,0.025702,0.03285,7
0.007586,-0.022657,0.00097,-0.015669,-0.001083,0.008882,7
-0.026308,-0.009241,-0.015515,0.016933,-0.014301,-0.004005,6
-0.00166,-0.0069,-0.008993,-0.017139,0.015762,0.01996,5
-0.010094,0.008842,-0.002335,0.004656,-0.008259,-0.009284,5
-0.002354,-0.013395,-0.009588,0.016708,-0.002046,-0.003084,6
-0.002354,-0.013395,-0.009588,0.016708,-0.002046,-0.003084,6
-0.002354,-0.013395,-0.009588,0.016708,-0.002046,-0.003084,6
-0.010367,-0.00681,-0.003859,-0.011832,-0.000525,0.022023,7
-0.015287,-0.008267,0.018969,0.009921,-0.00814,-0.000068,6
0.002402,0.000334,0.010851,-0.003557,-0.016796,-0.021055,7
-0.005807,0.01212,-0.021306,-0.013401,-0.019251,0.002345,7
-0.00906,-0.00263,0.018473,-0.002803,-0.017974,0.003018,7
-0.005577,-0.011655,0.003327,-0.009469,0.005817,-0.014659,6
-0.008507,-0.003692,0.004805,-0.003743,-0.000085,0.003919,6
-0.001387,-0.000123,0.020114,-0.003805,0.009832,0.006617,6
-0.008507,-0.003692,0.004805,-0.003743,-0.000085,0.003919,6
-0.014548,0.001068,0.002262,0.0127,0.001228,-0.002773,7
-0.012132,-0.00988,0.015067,0.006829,0.006867,0.008856,6
-0.013203,-0.01632,-0.011257,0.008486,-0.020937,-0.005163,7
-0.025063,-0.020083,0.002692,0.012557,-0.008707,0.006035,7
-0.017967,-0.01402,-0.018784,0.011586,0.001206,0.005865,5
-0.013994,0.009675,0.005593,0.001181,-0.013597,0.006499,6
-0.008895,-0.005863,-0.021173,0.020969,0.002233,-0.017966,4
0.023446,-0.014572,-0.002738,0.008807,0.015578,0.013509,6
0.020031,0.007689,0.004253,-0.002356,-0.014826,-0.012534,6
-0.002772,-0.032633,0.008947,0.009773,0.01077,0.009591,8
-0.01901,-0.005227,0.016836,0.029991,-0.008449,0.011935,8
-0.017163,-0.011554,0.020907,0.011431,-0.010447,0.017315,8
0.008406,0.028846,0.007201,-0.001146,0.001446,-0.016264,6
-0.016218,-0.009156,0.025547,0.027755,0.000326,0.024478,8
-0.01901,-0.005227,0.016836,0.029991,-0.008449,0.011935,8
-0.001917,-0.017968,0.004837,-0.007845,0.005638,0.020871,7
