@relation 'german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M28'

@attribute '-0.326property_magnitude=no known property-0.322housing=for free-0.267credit_amount-0.237personal_status=male single-0.232job=high qualif/self emp/mgmt...' numeric
@attribute '0.347housing=own+0.291checking_status=no checking+0.289credit_history=critical/other existing credit-0.266housing=rent+0.248existing_credits...' numeric
@attribute '-0.297property_magnitude=car+0.289job=unskilled resident-0.289other_parties=none+0.249other_parties=guarantor+0.241property_magnitude=real estate...' numeric
@attribute '0.36 other_payment_plans=none-0.29housing=own-0.268other_payment_plans=bank+0.242residence_since-0.223other_payment_plans=stores...' numeric
@attribute '0.397other_parties=none-0.333job=skilled-0.314other_parties=guarantor-0.236purpose=radio/tv-0.232personal_status=male single...' numeric
@attribute '0.358savings_status=<100-0.322credit_history=existing paid+0.318credit_history=critical/other existing credit+0.318existing_credits-0.219savings_status=no known savings...' numeric
@attribute '-0.395other_payment_plans=none+0.354other_payment_plans=bank+0.295job=skilled-0.294employment=unemployed-0.294job=high qualif/self emp/mgmt...' numeric
@attribute -0.356savings_status=<100-0.293checking_status=<0+0.274housing=rent-0.267other_parties=none+0.251savings_status=100<=X<500... numeric
@attribute '0.256employment=1<=X<4-0.239personal_status=female div/dep/mar+0.225purpose=business+0.219num_dependents-0.21employment=unemployed...' numeric
@attribute '-0.432property_magnitude=life insurance+0.311purpose=radio/tv-0.255savings_status=no known savings-0.236purpose=furniture/equipment+0.221savings_status=<100...' numeric
@attribute '-0.465employment=1<=X<4+0.348checking_status=0<=X<200-0.33checking_status=no checking+0.3  property_magnitude=life insurance+0.236employment=<1...' numeric
@attribute '-0.344job=unemp/unskilled non res+0.32 job=unskilled resident-0.304job=skilled+0.25 housing=rent-0.248employment=1<=X<4...' numeric
@attribute '0.392property_magnitude=car+0.369purpose=new car+0.33 employment=4<=X<7-0.269purpose=furniture/equipment-0.268property_magnitude=life insurance...' numeric
@attribute '-0.394personal_status=male div/sep-0.356employment=>=7-0.272property_magnitude=car+0.217purpose=education-0.213residence_since...' numeric
@attribute '0.36 employment=<1-0.27employment=unemployed+0.251checking_status=>=200-0.238residence_since-0.229installment_commitment...' numeric
@attribute '0.413personal_status=male mar/wid-0.328savings_status=100<=X<500-0.303purpose=education-0.244personal_status=female div/dep/mar-0.235job=unskilled resident...' numeric
@attribute '0.354savings_status=>=1000-0.332credit_history=no credits/all paid+0.308employment=4<=X<7-0.304savings_status=no known savings-0.256employment=1<=X<4...' numeric
@attribute '0.291purpose=new car-0.284employment=<1+0.258employment=1<=X<4-0.257job=unemp/unskilled non res-0.242personal_status=male single...' numeric
@attribute '-0.386personal_status=male mar/wid+0.292employment=4<=X<7+0.272personal_status=female div/dep/mar-0.225property_magnitude=life insurance+0.211savings_status=>=1000...' numeric
@attribute '-0.378savings_status=500<=X<1000+0.327savings_status=no known savings+0.291other_payment_plans=stores+0.271installment_commitment-0.257employment=4<=X<7...' numeric
@attribute '-0.334purpose=business+0.326savings_status=>=1000+0.307checking_status=0<=X<200+0.296purpose=used car-0.262employment=4<=X<7...' numeric
@attribute '-0.528checking_status=>=200+0.394purpose=repairs+0.367checking_status=no checking-0.195purpose=radio/tv+0.173credit_history=no credits/all paid...' numeric
@attribute '-0.305purpose=retraining+0.304credit_history=delayed previously-0.243personal_status=male mar/wid-0.221credit_history=all paid+0.22 other_parties=guarantor...' numeric
@attribute '0.327savings_status=>=1000-0.293personal_status=male div/sep+0.257credit_history=no credits/all paid+0.253purpose=retraining-0.237credit_history=delayed previously...' numeric
@attribute '0.347purpose=education+0.295credit_history=delayed previously-0.285savings_status=500<=X<1000-0.276purpose=domestic appliance+0.25 purpose=repairs...' numeric
@attribute '-0.275purpose=used car+0.255purpose=furniture/equipment-0.249purpose=education-0.239savings_status=100<=X<500-0.224checking_status=>=200...' numeric
@attribute '-0.546purpose=domestic appliance-0.255purpose=education+0.227credit_history=no credits/all paid-0.222checking_status=0<=X<200-0.207employment=<1...' numeric
@attribute '-0.375purpose=retraining-0.308credit_history=all paid+0.299savings_status=100<=X<500-0.289savings_status=500<=X<1000-0.278purpose=new car...' numeric
@attribute class {good,bad}

@data
2.167855,0.542783,0.83177,0.814114,0.72971,-3.33586,-0.909244,0.222555,-0.02347,1.746809,-0.584886,0.119507,-1.280879,-0.817189,-1.66425,-1.341656,-1.043025,0.220429,0.894628,-1.147911,-0.239311,-0.42181,0.230754,-0.551142,-1.872103,1.427013,0.065596,-0.750863,good
2.114614,-1.659979,-0.720798,1.828413,0.096921,0.163633,0.525383,0.854082,0.871643,0.419415,-2.191479,-0.113119,0.51148,0.061977,0.181248,0.139742,0.218822,0.567641,-0.140052,1.142805,-0.15075,0.803103,1.554245,0.69447,-0.466531,0.594079,0.221067,-0.570376,bad
1.382521,2.101826,2.381274,-0.30024,3.220849,-1.347972,1.64696,2.17441,-0.500884,0.070757,-2.349037,-1.223576,-0.646953,-0.454775,1.567023,-0.629109,1.140734,1.940377,1.101786,0.137164,1.304401,1.097995,-0.098493,1.452633,-0.519073,0.919548,0.659024,0.649523,good
1.226639,-2.061557,-0.234792,-0.122919,-0.239941,0.41134,3.496491,-0.075992,-1.636592,1.221938,-1.611977,0.85558,1.477408,-0.725602,-0.850731,0.151913,-1.186837,0.395448,-0.317195,0.889096,0.441356,-0.005461,0.811462,-0.024071,0.691317,0.631723,0.1468,1.695581,bad
-2.21094,-2.504141,-0.428321,0.076972,0.210216,0.276262,2.116938,1.34497,0.501704,1.980858,1.235215,0.377439,-0.66791,-0.737418,-1.14937,0.032299,0.184461,0.005391,1.749717,0.653524,-1.476637,-0.650261,0.102369,0.61156,-1.056823,-0.566707,0.358864,-2.256521,bad
0.555521,2.105615,-0.445785,0.153271,1.544229,1.006964,0.084894,1.119505,1.325104,1.587736,-0.639849,-2.601263,-2.958213,-3.459539,0.829269,0.939949,2.705879,1.002083,1.553676,0.17509,-1.114569,-3.190063,-1.106676,1.25979,1.18559,-1.755596,0.98493,0.468589,good
0.464773,0.165936,-1.684387,-2.057933,-0.294496,0.859531,-0.545368,-0.327803,1.210103,1.451837,1.302997,0.338026,0.382483,0.49143,1.083069,-0.387317,-0.286807,-1.936207,-0.39126,-0.041298,0.612305,-0.177087,0.3034,-1.549391,0.793141,1.330242,-1.28642,-1.626116,good
1.437156,-1.48081,1.881319,1.040716,-0.408835,-0.765247,0.113371,-0.764367,2.344296,-0.083135,-2.240419,2.227535,0.575565,-0.081092,-1.355626,0.018153,-0.58268,-1.242948,0.290265,0.776884,0.100486,-0.999706,-0.105196,-0.344984,-0.011825,0.749538,-0.545157,1.079019,bad
3.348433,-0.843512,3.106012,-1.027566,-2.113561,-0.963462,-1.816814,1.42022,-0.837032,1.311365,0.966149,2.199277,-0.461784,0.913962,0.170043,-0.761284,-0.204685,0.792518,2.86142,-1.370579,-0.240304,-0.680001,1.492464,-0.048661,-0.495715,-0.026443,0.658274,-0.495447,good
0.449689,-1.191465,-3.27865,2.033163,0.104995,-0.213475,0.833431,2.046832,-0.293858,-0.600374,-2.954222,0.073009,-0.245466,-0.909675,-0.093597,0.427984,1.087258,0.592556,1.43088,0.31109,2.645197,0.057094,0.098414,1.351071,0.405141,-1.525015,0.602789,-0.143784,good
1.545587,1.485405,0.743425,0.776079,1.220938,1.004046,-0.471374,0.592358,0.573398,-0.468945,-0.872523,-0.485696,1.67626,0.818807,2.293185,-0.002869,1.008449,0.707781,1.413224,-0.980519,-0.964311,0.731643,1.020446,-0.068938,0.118514,0.77447,0.458515,-0.969917,good
-0.635444,-2.836608,0.234605,-2.008446,3.100178,-3.114302,1.336693,1.453513,-2.362859,0.69517,1.97894,-4.919168,1.724965,2.145677,0.312049,1.849394,-1.686197,-1.041092,3.57689,0.635737,-2.846206,-0.076845,-1.320032,-1.260167,-2.847165,-1.340589,-5.481735,0.94336,good
-0.796165,-3.346141,-2.313155,-0.287407,1.1658,1.114029,-1.393606,1.479021,0.464744,0.091789,-2.646637,2.149232,0.212846,-0.846347,0.248504,-0.078972,-1.455391,-0.000633,0.62196,-0.39068,2.047884,-0.692995,0.197272,-0.413635,0.204897,-0.355966,-0.234255,-0.013458,bad
-0.141357,0.071854,0.44542,-0.340884,0.139384,-1.629364,-0.995976,-0.776386,2.179311,-1.742733,-0.457142,0.538446,2.111325,-1.795891,-1.157826,-2.204118,-0.268097,1.242407,-0.310166,1.187185,0.728734,0.267279,-0.172391,-0.952379,-0.297276,-0.723941,0.128223,0.647259,good
0.217493,-1.580669,-1.505154,-1.271299,2.105598,0.648784,1.34764,3.46345,3.101168,1.317034,0.170756,1.798681,0.16699,-2.055326,-2.532705,-1.887908,-2.248451,-0.632309,-0.099445,1.092682,-0.829609,0.314228,-0.286337,1.545463,-1.969907,-1.707694,1.354944,1.328428,bad
-0.670568,-0.132462,0.344703,-2.685775,0.005889,-1.230334,3.114787,0.388325,-0.288777,-1.605835,0.833429,-1.094609,4.236126,-1.005375,-0.546138,-0.796227,1.368074,1.824995,0.795153,-0.250397,-0.543129,-0.432503,-0.859153,-1.178382,-0.176634,-0.125603,0.619807,0.231535,good
1.072664,0.483797,2.519365,-3.098415,0.697568,-2.357622,1.909865,-0.884129,0.114528,1.542625,-1.155317,0.336395,-0.437097,1.581503,-2.324841,-0.722742,0.405137,-0.378723,1.101921,1.431212,1.547467,-2.008124,-1.240704,-0.28932,-1.252738,0.102156,0.105175,-1.393215,good
0.002771,0.206272,0.457364,-2.041424,-0.173024,-1.141103,3.339523,-1.540471,-0.723357,-0.89144,-2.007851,-2.409343,-0.580924,0.401232,-3.730393,0.415684,1.795716,-0.111887,0.619284,0.480823,0.863112,-2.08034,-1.596332,-0.957123,-2.421061,0.353995,-0.341602,-2.590168,good
0.440804,0.647023,2.428886,-2.719847,2.404114,0.876976,2.039007,-1.003382,0.214499,-0.996118,1.02643,0.80917,-0.431483,0.819966,0.881604,0.491722,-0.179743,-0.668329,-0.798272,-0.172602,-1.038864,0.554807,-0.521931,-0.122358,-0.732344,-0.554336,-0.488734,1.430256,good
1.106392,-3.339657,-0.744327,1.683155,1.37922,1.147716,-0.347476,-0.034447,-0.793359,-0.300139,-0.587949,-0.467221,2.80218,-0.983859,-1.258633,0.445012,-0.36749,-0.067901,0.13203,0.733075,0.606001,0.173718,1.643652,-0.498388,0.916358,0.61139,0.618339,-0.232679,good
2.945203,-1.330622,1.698765,0.363817,1.971327,-0.691198,-0.92421,-1.549592,0.421906,0.025258,0.313518,0.655938,0.404057,0.026171,1.451586,-0.395871,0.398361,0.338549,0.886875,1.586617,-0.454002,1.332051,-0.204941,-0.533745,-0.97061,0.569728,0.021753,-0.764244,bad
-0.102591,0.825467,-2.770389,0.182697,-1.347632,-0.979244,-0.747189,0.235518,0.676303,-1.815426,-2.239804,-0.77845,0.430676,-0.056201,0.599062,0.615545,-1.625905,-0.659724,0.867319,0.114087,1.147314,0.2526,-0.624695,-0.47821,1.034738,-0.317966,-0.128984,0.141196,good
0.336861,0.809771,-1.914962,-0.087123,-1.13143,0.208588,-0.711959,-1.080454,0.095045,-1.003896,-1.050167,0.716279,1.970874,0.551745,0.769344,0.514428,0.657031,-0.587205,1.286735,-1.634905,0.407224,0.630531,0.107568,0.027357,0.880549,-0.728608,0.377946,0.137302,good
0.894888,-1.091092,0.704265,-0.595058,0.711052,0.119088,2.312805,-2.186034,-2.530024,-1.494952,0.931344,-0.779769,-1.500213,-1.029229,0.726391,0.685052,-0.167579,0.675336,-0.263367,-1.201998,0.19701,0.818634,1.558091,0.18995,0.470832,0.70365,0.674989,0.884439,good
2.597719,-1.79347,0.237173,-0.138698,2.020166,-0.054757,-0.655271,-1.478483,0.163277,-0.553154,0.036385,0.892833,1.654945,-0.697954,1.462093,-1.208542,-0.475177,-0.023032,0.589779,1.007397,-0.026575,1.351355,-0.457679,-1.135998,-0.067138,0.424557,0.122176,-1.038324,bad
1.937604,-2.032318,-0.354381,0.297702,1.644766,-1.746203,0.218781,3.226861,2.279657,0.198744,0.824555,2.407811,0.377816,-0.64797,-1.487967,-1.151853,1.615974,-0.195096,1.308442,-0.376869,-1.302164,-0.71755,1.105424,0.795088,-0.470426,-0.118701,0.596643,1.569676,good
-3.637145,1.733002,1.182078,3.08059,-0.424844,-0.726742,1.297343,0.819066,2.322584,1.92378,1.342088,-1.458701,-1.263201,0.6355,-1.669726,-0.252596,2.759445,-1.48942,1.400221,-0.130057,2.575084,3.590425,-0.26826,0.234095,2.769045,-1.097285,0.502432,-0.193227,bad
0.293964,2.405473,4.873977,0.871253,3.327542,0.76524,-2.876792,0.279945,1.642344,0.290944,-0.988099,-4.434871,2.823484,-0.737702,2.243811,1.079303,-1.032623,-2.230187,-0.631544,-0.02741,-0.218444,-2.760524,0.690558,0.865577,1.177962,-1.06388,0.95409,0.484923,good
-2.549384,0.736782,0.250492,2.655716,-1.081402,-0.472995,0.642053,0.287382,0.51216,1.965453,-0.309001,-1.734673,-0.499165,0.843792,1.18333,-0.255576,-1.140873,-0.377862,-0.937915,0.486148,-0.811494,-3.639867,-1.140251,0.579308,0.41607,-0.054062,0.755255,0.803752,bad
1.879188,0.091279,1.887813,-0.741662,-3.54714,0.295071,-1.721118,0.724613,0.464134,-0.339379,-1.547176,-1.015396,-0.209063,0.062484,0.883057,0.691318,-0.087941,1.227087,0.403543,-0.475272,0.329084,0.476459,2.460561,0.151922,-0.623811,-1.169593,-0.027769,-1.75518,good
1.816377,-0.103746,1.167285,-0.096338,-0.443104,-0.561617,-0.463254,-2.516774,0.771379,-0.712502,-0.088173,1.057392,-0.456427,0.862287,-1.400967,-0.856096,-1.283958,0.334759,-0.54058,0.409019,0.06779,-0.435396,-0.383863,-0.396824,-0.618661,0.419095,0.593957,1.394748,good
0.379852,2.125603,-1.147341,0.379218,0.430359,0.799347,-0.066009,2.06999,0.107333,-0.920691,1.880917,0.079414,1.372058,1.230015,-0.032148,0.493616,1.699822,2.91884,-2.315597,-0.436165,-0.730043,0.365864,-0.50445,-0.990632,-0.535341,-0.435269,1.446665,1.139332,good
2.072459,-0.272269,4.605967,-2.475398,-2.091254,-1.924147,0.221049,1.91318,-1.672947,2.235269,0.753632,2.248675,-1.136368,-0.721384,0.434367,1.846782,-0.97622,0.608018,-0.143311,-1.526924,0.811689,0.316651,0.755352,-0.939634,0.639074,0.25187,0.174868,0.392784,good
1.266478,-1.677326,-1.772533,2.786898,0.577653,-1.146285,0.491025,2.362085,-0.189976,-1.224028,-1.348035,0.673019,-0.611027,0.348225,1.542803,1.858936,-0.180996,-1.774963,1.253347,0.986586,0.45326,0.467829,0.182819,-0.707394,0.404858,-0.46632,-0.469344,-0.365727,good
-1.074726,0.250787,-0.401855,1.141687,0.638538,3.231233,0.964367,1.285578,-0.165714,0.356419,0.316334,1.233879,0.269393,-1.803571,-0.52246,0.075993,-0.280357,-1.408905,-0.864065,-1.480036,1.80576,-1.38224,0.165313,0.763437,0.483371,0.840342,-1.850029,-0.240489,good
-0.679757,3.312471,2.392057,1.305641,0.774345,-0.103049,-1.043239,-0.0693,-0.715899,1.146263,-0.622793,1.978409,-1.17375,-0.676556,0.085082,-0.072811,-0.168454,-0.790758,0.421836,-0.280936,-0.629832,0.043372,0.442106,-0.29919,-0.583497,0.510787,0.070282,0.257573,good
0.321128,-2.015452,-1.090427,2.875139,-0.406447,-0.605753,0.871437,1.321682,-0.240539,-1.139588,-0.691622,0.992116,-0.369515,-1.080179,-0.184801,2.013641,-0.731704,-0.575475,1.864246,1.944936,0.647288,-0.541345,-0.052597,-0.814525,0.486346,0.386854,0.091362,0.440067,good
-1.92419,-1.288009,-0.308381,-0.035374,1.366265,2.244322,-0.806345,-0.883034,-0.197701,1.15861,-1.3976,0.018523,-1.071279,1.903131,1.147951,-2.077864,-1.102289,2.936877,0.274293,0.543486,-0.614154,-0.442706,-0.761835,-0.049349,0.161456,-0.963667,-0.792045,0.559108,bad
-1.517962,3.102491,0.722732,-0.36852,-0.44846,-0.767895,2.61462,1.142543,-1.815898,-0.345528,1.73609,-0.066043,-0.376042,-0.35315,-0.124494,-0.71591,-0.253843,0.039985,-1.492974,-0.527389,0.002071,0.576329,0.541072,-1.267796,-0.907219,-0.185892,1.264992,2.497143,good
1.699423,-1.985884,-0.459415,2.510353,-0.189271,-0.664751,0.969386,1.02043,0.705219,-0.672698,-0.861829,-0.464164,0.54974,-0.552213,-0.874768,0.760629,-0.690983,1.281099,0.625463,3.13557,0.01071,-0.482505,0.554059,0.415443,-0.112297,1.257563,-0.240473,0.135059,bad
-1.191788,2.468487,-0.861441,0.142491,-0.264415,2.154685,-0.278753,-0.090641,-0.344118,-0.230046,0.10935,0.618524,2.534701,0.143477,0.38679,-0.287804,0.849361,1.119244,0.411406,-0.105921,-0.5118,0.375116,0.400008,0.579464,-0.251647,0.406176,-0.092643,-0.524956,good
-0.206801,-1.057217,-0.835303,0.193631,1.167114,0.23494,-2.488015,-0.15258,-1.092354,1.879452,1.675392,-1.364337,0.264681,-0.820251,-2.140818,0.09775,-0.681618,-0.691789,2.645841,-1.156817,2.172161,3.066256,1.086488,-0.295924,2.530358,-1.048359,0.820297,0.515665,good
1.230152,0.399505,1.221223,-1.5944,1.852032,-0.819391,-0.975701,-0.280965,2.571747,0.236003,0.350271,1.686768,-1.01079,0.320425,-2.514152,1.376623,-4.322438,1.328594,-0.06155,-1.826295,-2.027696,0.959588,-3.620941,4.892662,0.115493,-1.063686,1.054268,-3.81207,good
0.738837,0.682605,-0.331482,-1.315056,0.780692,-1.630529,-0.737417,0.096719,2.10383,-0.745574,0.940234,-0.173634,-2.396258,-0.240305,-1.175198,-0.458738,1.024305,1.073901,0.590543,-0.040732,1.290866,-0.626854,0.044019,3.100479,-0.977482,-0.88367,0.164885,0.534092,good
-0.001395,2.058467,-1.732198,1.185449,-1.787394,-1.927436,0.215239,-0.71915,-1.240134,0.290029,-0.261805,-0.017623,0.756185,-1.647236,-1.321214,-0.508609,-0.440613,-1.667378,-0.496761,-1.451017,-0.334936,0.529544,0.200078,-0.999234,-1.007457,0.672119,0.121547,-1.161799,good
-2.875038,3.271373,-1.609017,0.735593,-1.011816,0.459273,-0.088348,0.665488,-0.585555,-1.293554,-0.353414,0.687319,0.562414,-0.243662,0.663749,0.815705,-1.14919,-0.730667,1.051951,1.020074,1.088206,0.085289,-1.100548,-0.595432,0.36107,-1.000601,-0.803045,-0.351462,good
-2.372716,-0.472781,0.584332,-1.200651,-0.70994,0.954458,2.562325,-1.567015,-0.035133,0.802779,-0.829875,-1.216762,-0.11993,1.501377,1.03741,-0.935353,-1.005898,2.276242,-0.120681,-0.110903,-0.23568,0.030134,-0.527405,0.469481,0.833179,-0.380657,-1.485974,1.493209,bad
0.569486,-0.37294,-0.295211,0.000147,0.364213,-0.011214,0.452039,-0.29651,0.803166,-0.212909,2.311074,0.263892,-1.261721,-1.187234,-0.16322,0.038195,-0.925131,-0.356164,0.864612,-0.550685,-0.319434,0.623489,2.193883,0.421155,0.330536,-0.451256,0.671692,-0.685127,bad
-3.031215,1.17438,-1.719022,0.386471,-0.589044,-1.976883,-2.084916,-0.458739,-0.891548,-2.25695,-1.158837,1.869814,0.010963,-1.091382,0.525534,0.76197,-0.823126,-0.755579,0.762278,0.677051,1.24173,0.339808,-0.012562,-0.11621,0.635906,-1.446568,-0.615462,-0.371348,good
-1.749518,-2.093147,0.210899,2.747164,-0.544388,-0.227213,0.656925,-2.408409,0.345268,1.796433,0.842716,-1.614134,-2.333038,-2.864076,1.259699,-0.33703,1.480306,-0.889355,0.05941,-1.549984,-1.612989,-1.739137,-0.988343,-0.598561,1.959661,-0.034033,1.491189,-0.097711,good
-1.335109,-0.707041,-1.527409,2.756814,-1.329795,-1.132507,1.255,-0.097139,-0.372386,-0.62275,-0.680614,-0.116757,-0.670369,-0.769408,-1.613542,0.071547,1.29255,-1.755545,-1.577387,-2.017884,-0.220197,0.096588,0.175343,0.583385,-1.652311,0.66055,-0.865604,-1.206885,good
2.161886,-2.332652,-2.028751,2.163963,0.936288,-0.063116,1.656504,1.73974,-0.169351,-2.112712,0.987018,0.184063,-0.920575,0.304406,-0.095633,-1.270065,1.021113,-1.330882,-1.438018,-0.582912,0.307218,0.719569,0.597547,-0.76071,-0.684725,-0.736481,0.530537,0.752317,good
-3.566402,-0.974529,-0.296504,2.391432,-1.454323,-0.971764,0.00232,-0.731855,1.061856,-2.898018,0.424888,-0.001329,-0.782062,-0.493978,0.584256,2.015071,-1.340495,-0.505944,0.889249,0.174947,0.81473,-0.487115,0.082422,-1.478648,0.941425,-0.308792,0.486752,0.133537,bad
1.725183,-1.069148,0.636657,2.078844,3.155883,2.039797,1.321921,1.284002,-0.525339,-1.396394,-0.328193,2.011345,-1.408969,1.19937,0.30972,-1.127292,-0.069062,-1.630818,-0.867977,-0.817706,0.030507,0.29447,-0.308142,-0.455357,-0.593882,0.208493,-0.407102,0.019978,good
-1.025481,2.776051,-1.371514,0.852835,0.121134,-0.553885,0.005092,1.158106,-0.568999,0.527446,1.107377,0.187836,0.249419,-0.850812,-0.618874,1.627975,0.073269,1.287325,-1.853912,2.294711,-0.244851,0.994804,0.91435,-1.010707,2.272928,0.895144,-0.432045,-1.725814,good
-4.033667,1.114427,1.674168,3.572535,-0.725688,0.536219,1.754328,-0.789786,0.822658,1.833693,0.375392,-0.238861,-0.247904,1.614054,0.92527,-1.742627,-0.382815,0.074907,-0.196629,-0.854451,-0.416616,0.785645,0.154252,0.275574,1.47213,-1.301726,-1.074519,-0.217203,good
0.539526,-0.05705,0.205068,1.224445,1.080361,3.406212,1.156923,-0.565498,-1.027287,-1.329621,1.015313,-0.242563,-1.338601,-0.606439,-0.030056,-0.322183,-0.872927,0.137686,0.381857,-0.640491,0.238292,-0.092599,-0.14992,-1.13697,-0.180938,1.375813,0.786921,0.258174,good
-0.608897,3.76456,-0.754357,1.53877,-0.988229,-0.055812,0.530112,0.633668,-1.705339,0.314679,0.630013,0.390107,0.497804,-0.396533,-0.278093,-0.176114,-1.313601,-0.89508,-0.117808,0.983945,0.218992,-0.239403,-0.654318,-0.077616,0.310698,0.492668,-0.416783,0.316018,good
0.723571,-3.480821,-0.054549,1.116819,3.560078,-1.538668,-3.402336,3.146292,-0.465526,-0.033746,0.321121,-3.102874,2.276646,0.770613,-0.867277,2.045506,-1.474502,-2.245949,1.300925,0.710523,0.541622,-1.109727,1.714991,0.622977,0.69607,1.949805,0.06649,0.163407,good
-0.129296,-0.66625,-1.698293,-1.431069,-1.162808,1.360739,-1.179332,-1.896209,0.929056,-1.333017,0.061564,0.136875,2.933491,-0.317804,0.998577,0.344723,0.74827,0.992945,0.909426,0.120594,-0.563743,0.082219,0.039213,0.082756,0.06835,1.094998,0.244735,-0.328129,bad
-6.320504,-3.741748,0.908755,-2.602844,1.265494,-1.510637,-0.45858,0.009593,-0.965798,0.849462,-1.232772,-0.936888,0.346501,1.418152,0.539614,1.589476,0.233559,0.380864,0.929535,-2.212477,0.926989,-0.858517,-0.72581,-0.620263,-0.722321,-0.551265,0.359818,-0.682106,good
1.7111,-2.809259,0.957889,0.143721,4.295049,1.462468,-0.825948,2.422765,1.149338,2.000957,1.108937,-1.569192,2.128549,0.059015,0.590378,1.817415,-2.05401,-3.103833,0.137932,0.539052,-0.222482,0.511178,0.647511,1.744372,-1.724021,-0.172816,0.283896,-0.746284,bad
2.531442,-0.624619,-0.76558,-1.135159,0.346753,-0.425953,-0.694171,-0.015188,1.028893,2.167976,1.659979,0.386806,-0.87604,0.081152,0.718563,2.828908,1.3025,0.145651,-1.088151,-0.082829,-0.427236,0.673424,-0.035529,1.128086,-0.009233,-0.74081,-0.989767,-0.644014,good
3.154933,-0.972687,3.95026,-3.019603,-2.269682,-2.129231,0.043699,1.912506,-1.172637,1.499678,0.514451,2.424639,0.170188,0.728939,0.462339,1.765077,0.104547,1.235956,0.591037,-2.480004,0.122894,-0.23518,0.647957,-0.376493,0.840107,0.510052,0.289754,0.822812,good
-1.989966,0.859475,-1.517039,-0.547632,-0.867105,3.252508,-0.306907,-0.667648,-0.111523,-0.798248,-0.359895,1.472141,2.116975,0.313251,0.02632,0.849743,0.250726,0.788191,1.846383,-0.066055,0.505664,-0.713088,-1.406219,-0.69544,-0.16531,-0.166533,-0.092944,0.614109,bad
0.315126,-0.412432,-1.13084,0.137141,-1.429524,0.271713,-0.09168,-2.901208,0.385163,-0.002513,-0.267614,-1.864081,1.080144,-0.955236,-1.76241,0.658678,-1.137422,0.926221,2.391403,1.183575,-2.183184,0.540328,0.216809,-1.345215,-2.231362,-1.640652,-4.868781,2.227076,bad
-2.962088,-1.952279,0.943082,1.819375,-1.957625,0.034072,0.559948,-2.08628,2.335281,-0.075937,0.845754,-0.084711,2.457655,0.809766,0.29688,0.022633,1.150369,0.85436,1.133537,0.14817,-0.922671,0.536232,0.022872,-0.053298,-0.12142,1.239036,0.871123,-0.254804,bad
0.110467,-1.981432,-1.049549,-0.070349,1.058335,1.496581,0.317849,1.381372,2.177224,0.00669,0.308334,-0.447924,-0.801209,0.346738,-0.15291,-0.415223,-0.809627,0.934042,-0.800213,0.793465,0.299395,-0.486789,2.568965,-1.031319,0.54537,1.598318,0.036823,-1.675201,good
1.927265,1.038057,-0.898458,1.933764,0.362352,-2.356802,-0.544661,-0.670099,0.181421,0.193373,-1.695565,-3.855317,-1.67357,-2.921825,-1.506934,1.652617,0.735624,0.769757,1.951482,-2.150108,-4.067356,0.652253,0.46937,-3.291306,-2.136481,-1.68842,-5.041434,0.864559,good
1.140858,0.364276,-1.615025,1.370207,0.75704,2.315695,0.777666,1.841723,-1.384204,0.825374,-1.417464,1.679247,1.887128,0.819183,0.709425,-0.069853,0.465006,-0.275236,0.091989,-1.196984,-0.814089,-0.844553,0.756525,0.092676,0.577498,0.14632,0.230777,0.247578,good
2.338741,-0.49904,0.999893,-1.369268,-1.145192,-1.186967,1.893389,-1.267217,-0.753345,1.921247,-0.97394,-0.145477,0.216179,0.166103,-0.288656,2.530816,-0.157218,1.579627,-1.193658,0.427591,0.015261,0.548514,-0.596679,-0.313649,0.585265,1.215193,0.403772,1.97489,bad
2.212498,0.943866,-0.128395,0.412264,-0.088635,-0.083312,-0.88912,-0.132753,0.657569,1.218164,-1.378497,-0.70517,0.305613,0.334871,0.497745,2.086233,0.713081,2.050777,-1.947617,0.375158,-0.032384,1.248187,0.396962,0.466009,0.293072,0.161328,0.102548,-0.392956,good
-0.552859,-0.46729,1.282984,-1.381776,-0.738131,0.050712,2.433142,-2.761991,-0.392506,-2.489891,0.941429,-0.492633,-0.522189,-0.886676,0.411296,0.702051,-0.388426,-0.852722,-0.1521,-1.210955,0.55142,0.742764,0.63077,-0.288401,0.583902,1.101022,0.085342,1.085315,bad
-0.047188,2.065067,3.683087,1.513208,1.306904,0.60846,-0.372673,-1.115181,0.333316,0.261673,0.583888,1.262468,0.533675,-1.345943,-0.617181,-0.241264,0.012887,0.654073,0.373428,1.301941,0.117748,0.159471,-0.204157,-0.214303,-0.829041,0.899579,-0.367122,-0.009236,good
-0.170737,0.697756,-1.152741,-0.624295,2.387334,2.276901,-1.569932,-1.01723,-1.724953,0.097614,-0.602799,0.617968,-1.696177,-1.523254,1.445651,-0.255994,1.76227,0.030185,-0.638761,-1.216273,-0.498427,0.279103,-1.749107,-1.070534,0.3907,-0.989826,-1.330116,-0.599759,good
0.115771,1.339489,0.115168,0.671252,0.239734,2.117995,0.143788,-0.717984,-1.024539,1.19169,0.97396,0.550604,1.751842,-1.364879,-0.169199,1.556,0.030703,2.233041,-1.707792,1.161871,0.488265,0.417779,-1.036748,-0.659666,0.437378,0.18201,-0.108221,-0.547911,good
