@relation 'german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.326property_magnitude=no known property-0.322housing=for free-0.267credit_amount-0.237personal_status=male single-0.232job=high qualif/self emp/mgmt...' numeric
@attribute '0.347housing=own+0.291checking_status=no checking+0.289credit_history=critical/other existing credit-0.266housing=rent+0.248existing_credits...' numeric
@attribute '-0.297property_magnitude=car+0.289job=unskilled resident-0.289other_parties=none+0.249other_parties=guarantor+0.241property_magnitude=real estate...' numeric
@attribute '0.36 other_payment_plans=none-0.29housing=own-0.268other_payment_plans=bank+0.242residence_since-0.223other_payment_plans=stores...' numeric
@attribute '0.397other_parties=none-0.333job=skilled-0.314other_parties=guarantor-0.236purpose=radio/tv-0.232personal_status=male single...' numeric
@attribute '0.358savings_status=<100-0.322credit_history=existing paid+0.318credit_history=critical/other existing credit+0.318existing_credits-0.219savings_status=no known savings...' numeric
@attribute '-0.395other_payment_plans=none+0.354other_payment_plans=bank+0.295job=skilled-0.294employment=unemployed-0.294job=high qualif/self emp/mgmt...' numeric
@attribute -0.356savings_status=<100-0.293checking_status=<0+0.274housing=rent-0.267other_parties=none+0.251savings_status=100<=X<500... numeric
@attribute '0.256employment=1<=X<4-0.239personal_status=female div/dep/mar+0.225purpose=business+0.219num_dependents-0.21employment=unemployed...' numeric
@attribute '-0.432property_magnitude=life insurance+0.311purpose=radio/tv-0.255savings_status=no known savings-0.236purpose=furniture/equipment+0.221savings_status=<100...' numeric
@attribute '-0.465employment=1<=X<4+0.348checking_status=0<=X<200-0.33checking_status=no checking+0.3  property_magnitude=life insurance+0.236employment=<1...' numeric
@attribute '-0.344job=unemp/unskilled non res+0.32 job=unskilled resident-0.304job=skilled+0.25 housing=rent-0.248employment=1<=X<4...' numeric
@attribute '0.392property_magnitude=car+0.369purpose=new car+0.33 employment=4<=X<7-0.269purpose=furniture/equipment-0.268property_magnitude=life insurance...' numeric
@attribute '-0.394personal_status=male div/sep-0.356employment=>=7-0.272property_magnitude=car+0.217purpose=education-0.213residence_since...' numeric
@attribute '0.36 employment=<1-0.27employment=unemployed+0.251checking_status=>=200-0.238residence_since-0.229installment_commitment...' numeric
@attribute '0.413personal_status=male mar/wid-0.328savings_status=100<=X<500-0.303purpose=education-0.244personal_status=female div/dep/mar-0.235job=unskilled resident...' numeric
@attribute '0.354savings_status=>=1000-0.332credit_history=no credits/all paid+0.308employment=4<=X<7-0.304savings_status=no known savings-0.256employment=1<=X<4...' numeric
@attribute '0.291purpose=new car-0.284employment=<1+0.258employment=1<=X<4-0.257job=unemp/unskilled non res-0.242personal_status=male single...' numeric
@attribute '-0.386personal_status=male mar/wid+0.292employment=4<=X<7+0.272personal_status=female div/dep/mar-0.225property_magnitude=life insurance+0.211savings_status=>=1000...' numeric
@attribute '-0.378savings_status=500<=X<1000+0.327savings_status=no known savings+0.291other_payment_plans=stores+0.271installment_commitment-0.257employment=4<=X<7...' numeric
@attribute '-0.334purpose=business+0.326savings_status=>=1000+0.307checking_status=0<=X<200+0.296purpose=used car-0.262employment=4<=X<7...' numeric
@attribute '-0.528checking_status=>=200+0.394purpose=repairs+0.367checking_status=no checking-0.195purpose=radio/tv+0.173credit_history=no credits/all paid...' numeric
@attribute '-0.305purpose=retraining+0.304credit_history=delayed previously-0.243personal_status=male mar/wid-0.221credit_history=all paid+0.22 other_parties=guarantor...' numeric
@attribute '0.327savings_status=>=1000-0.293personal_status=male div/sep+0.257credit_history=no credits/all paid+0.253purpose=retraining-0.237credit_history=delayed previously...' numeric
@attribute '0.347purpose=education+0.295credit_history=delayed previously-0.285savings_status=500<=X<1000-0.276purpose=domestic appliance+0.25 purpose=repairs...' numeric
@attribute '-0.275purpose=used car+0.255purpose=furniture/equipment-0.249purpose=education-0.239savings_status=100<=X<500-0.224checking_status=>=200...' numeric
@attribute '-0.546purpose=domestic appliance-0.255purpose=education+0.227credit_history=no credits/all paid-0.222checking_status=0<=X<200-0.207employment=<1...' numeric
@attribute '-0.375purpose=retraining-0.308credit_history=all paid+0.299savings_status=100<=X<500-0.289savings_status=500<=X<1000-0.278purpose=new car...' numeric
@attribute 0.441savings_status=500<=X<1000-0.318savings_status=100<=X<500+0.317savings_status=>=1000+0.291purpose=education+0.224purpose=repairs... numeric
@attribute '-0.364savings_status=>=1000-0.312credit_history=delayed previously-0.304purpose=other+0.271other_payment_plans=stores+0.247savings_status=no known savings...' numeric
@attribute '-0.352purpose=domestic appliance-0.348checking_status=>=200-0.34purpose=repairs-0.289other_payment_plans=stores+0.241purpose=business...' numeric
@attribute '0.33 purpose=repairs-0.314purpose=education-0.292other_payment_plans=stores-0.27personal_status=male mar/wid+0.26 installment_commitment...' numeric
@attribute '0.384purpose=other+0.244num_dependents+0.243foreign_worker=no+0.232other_payment_plans=stores+0.227property_magnitude=real estate...' numeric
@attribute '0.659foreign_worker=no-0.366num_dependents-0.231own_telephone=yes+0.216credit_history=all paid-0.184existing_credits...' numeric
@attribute '-0.419personal_status=male div/sep-0.281other_payment_plans=stores+0.27 credit_history=all paid+0.25 purpose=repairs+0.236own_telephone=yes...' numeric
@attribute '-0.359credit_history=all paid+0.258purpose=furniture/equipment-0.256property_magnitude=life insurance+0.243checking_status=<0-0.227savings_status=<100...' numeric
@attribute '-0.387purpose=other+0.352other_parties=co applicant-0.338other_parties=guarantor-0.284duration-0.202job=unemp/unskilled non res...' numeric
@attribute '-0.343purpose=used car+0.3  personal_status=male mar/wid+0.276credit_history=all paid-0.267purpose=retraining-0.264savings_status=500<=X<1000...' numeric
@attribute '-0.483purpose=business+0.35 credit_history=no credits/all paid+0.321purpose=education-0.249purpose=other+0.222property_magnitude=real estate...' numeric
@attribute '-0.378credit_history=no credits/all paid+0.332purpose=retraining-0.326purpose=other-0.303purpose=used car+0.267foreign_worker=no...' numeric
@attribute -0.4residence_since+0.372employment=>=7-0.34own_telephone=yes-0.335employment=<1+0.329num_dependents... numeric
@attribute '-0.466num_dependents-0.397installment_commitment-0.31residence_since-0.284duration+0.21 checking_status=<0...' numeric
@attribute class {good,bad}

@data
2.161886,-2.332652,-2.028751,2.163963,0.936288,-0.063116,1.656504,1.73974,-0.169351,-2.112712,0.987018,0.184063,-0.920575,0.304406,-0.095633,-1.270065,1.021113,-1.330882,-1.438018,-0.582912,0.307218,0.719569,0.597547,-0.76071,-0.684725,-0.736481,0.530537,0.752317,-1.514643,-0.137472,0.104688,0.334265,1.042897,-0.165554,0.367136,-0.260185,-1.092899,0.180386,0.186741,0.075085,-0.559941,0.135772,good
-3.566402,-0.974529,-0.296504,2.391432,-1.454323,-0.971764,0.00232,-0.731855,1.061856,-2.898018,0.424888,-0.001329,-0.782062,-0.493978,0.584256,2.015071,-1.340495,-0.505944,0.889249,0.174947,0.81473,-0.487115,0.082422,-1.478648,0.941425,-0.308792,0.486752,0.133537,-0.365709,-1.443112,0.024249,-1.114351,0.577517,-1.202775,0.638427,0.49307,0.802576,0.433492,-1.100681,-0.425496,0.287234,0.170591,bad
1.725183,-1.069148,0.636657,2.078844,3.155883,2.039797,1.321921,1.284002,-0.525339,-1.396394,-0.328193,2.011345,-1.408969,1.19937,0.30972,-1.127292,-0.069062,-1.630818,-0.867977,-0.817706,0.030507,0.29447,-0.308142,-0.455357,-0.593882,0.208493,-0.407102,0.019978,-0.41657,0.383786,-0.113587,0.301385,-0.49677,0.101883,-0.308708,-0.675301,-1.058475,0.743899,-0.662232,-0.159497,-0.479261,0.14818,good
-1.025481,2.776051,-1.371514,0.852835,0.121134,-0.553885,0.005092,1.158106,-0.568999,0.527446,1.107377,0.187836,0.249419,-0.850812,-0.618874,1.627975,0.073269,1.287325,-1.853912,2.294711,-0.244851,0.994804,0.91435,-1.010707,2.272928,0.895144,-0.432045,-1.725814,0.161861,0.169185,-0.817349,0.0529,-1.126194,1.100713,0.998983,1.207243,-0.811058,1.705381,0.855957,-1.231243,0.098367,-0.495442,good
-4.033667,1.114427,1.674168,3.572535,-0.725688,0.536219,1.754328,-0.789786,0.822658,1.833693,0.375392,-0.238861,-0.247904,1.614054,0.92527,-1.742627,-0.382815,0.074907,-0.196629,-0.854451,-0.416616,0.785645,0.154252,0.275574,1.47213,-1.301726,-1.074519,-0.217203,0.436273,0.36824,1.186771,-1.34364,1.195448,0.192035,-0.570983,0.101077,-0.754439,0.30196,0.333774,0.220371,1.226894,-0.908809,good
0.539526,-0.05705,0.205068,1.224445,1.080361,3.406212,1.156923,-0.565498,-1.027287,-1.329621,1.015313,-0.242563,-1.338601,-0.606439,-0.030056,-0.322183,-0.872927,0.137686,0.381857,-0.640491,0.238292,-0.092599,-0.14992,-1.13697,-0.180938,1.375813,0.786921,0.258174,-0.524084,-0.7441,-0.190376,-1.070692,0.199777,0.258003,1.156194,0.295929,0.006605,0.335011,-0.132454,1.002353,0.927644,0.806176,good
-0.608897,3.76456,-0.754357,1.53877,-0.988229,-0.055812,0.530112,0.633668,-1.705339,0.314679,0.630013,0.390107,0.497804,-0.396533,-0.278093,-0.176114,-1.313601,-0.89508,-0.117808,0.983945,0.218992,-0.239403,-0.654318,-0.077616,0.310698,0.492668,-0.416783,0.316018,-0.600209,0.392111,0.560257,0.521842,0.027333,0.680263,-0.558781,0.006861,-0.069121,0.420697,-0.360493,-0.18195,0.074047,0.714041,good
0.723571,-3.480821,-0.054549,1.116819,3.560078,-1.538668,-3.402336,3.146292,-0.465526,-0.033746,0.321121,-3.102874,2.276646,0.770613,-0.867277,2.045506,-1.474502,-2.245949,1.300925,0.710523,0.541622,-1.109727,1.714991,0.622977,0.69607,1.949805,0.06649,0.163407,-0.220569,0.915525,1.784918,-0.411722,0.129704,-0.330712,-0.368832,-0.705141,-0.704158,-0.441676,0.972693,1.030953,0.999187,0.474502,good
-0.129296,-0.66625,-1.698293,-1.431069,-1.162808,1.360739,-1.179332,-1.896209,0.929056,-1.333017,0.061564,0.136875,2.933491,-0.317804,0.998577,0.344723,0.74827,0.992945,0.909426,0.120594,-0.563743,0.082219,0.039213,0.082756,0.06835,1.094998,0.244735,-0.328129,0.791108,0.461186,-0.155348,-0.355097,0.089779,-0.625233,0.450258,-0.372866,-0.171513,0.046466,0.643839,0.55698,-0.117193,1.32149,bad
-6.320504,-3.741748,0.908755,-2.602844,1.265494,-1.510637,-0.45858,0.009593,-0.965798,0.849462,-1.232772,-0.936888,0.346501,1.418152,0.539614,1.589476,0.233559,0.380864,0.929535,-2.212477,0.926989,-0.858517,-0.72581,-0.620263,-0.722321,-0.551265,0.359818,-0.682106,-1.747843,-0.873572,1.090152,0.214711,-0.603613,1.189948,0.732657,-1.644759,1.790168,0.429206,0.787464,0.007288,-0.568241,0.075847,good
1.7111,-2.809259,0.957889,0.143721,4.295049,1.462468,-0.825948,2.422765,1.149338,2.000957,1.108937,-1.569192,2.128549,0.059015,0.590378,1.817415,-2.05401,-3.103833,0.137932,0.539052,-0.222482,0.511178,0.647511,1.744372,-1.724021,-0.172816,0.283896,-0.746284,0.621074,0.480544,1.012456,0.394787,0.568136,-0.550508,-1.005456,-0.225738,-0.316088,-0.282178,2.222281,-1.269407,1.182401,0.054446,bad
2.531442,-0.624619,-0.76558,-1.135159,0.346753,-0.425953,-0.694171,-0.015188,1.028893,2.167976,1.659979,0.386806,-0.87604,0.081152,0.718563,2.828908,1.3025,0.145651,-1.088151,-0.082829,-0.427236,0.673424,-0.035529,1.128086,-0.009233,-0.74081,-0.989767,-0.644014,-0.337924,0.495338,0.670203,-1.69524,0.54265,-0.122911,1.706389,0.305698,-0.001111,0.20066,-1.930032,-0.604605,-0.275105,0.126033,good
3.154933,-0.972687,3.95026,-3.019603,-2.269682,-2.129231,0.043699,1.912506,-1.172637,1.499678,0.514451,2.424639,0.170188,0.728939,0.462339,1.765077,0.104547,1.235956,0.591037,-2.480004,0.122894,-0.23518,0.647957,-0.376493,0.840107,0.510052,0.289754,0.822812,0.241112,1.006527,-0.433257,-0.582363,-0.99626,0.255316,-0.308726,1.02629,-0.740521,0.733991,0.521002,-1.104395,0.124147,-0.031023,good
-1.989966,0.859475,-1.517039,-0.547632,-0.867105,3.252508,-0.306907,-0.667648,-0.111523,-0.798248,-0.359895,1.472141,2.116975,0.313251,0.02632,0.849743,0.250726,0.788191,1.846383,-0.066055,0.505664,-0.713088,-1.406219,-0.69544,-0.16531,-0.166533,-0.092944,0.614109,0.214272,-0.171252,-0.413028,-0.912077,-0.502495,0.087323,0.669638,-0.007536,-0.244519,-1.448298,-0.230852,-0.654701,-0.98343,-0.515848,bad
0.315126,-0.412432,-1.13084,0.137141,-1.429524,0.271713,-0.09168,-2.901208,0.385163,-0.002513,-0.267614,-1.864081,1.080144,-0.955236,-1.76241,0.658678,-1.137422,0.926221,2.391403,1.183575,-2.183184,0.540328,0.216809,-1.345215,-2.231362,-1.640652,-4.868781,2.227076,-0.489844,-1.742885,-2.895407,-1.678921,-2.23959,0.664636,-1.586724,-0.062413,-0.822345,1.824476,1.169591,1.771434,-0.735836,-0.551085,bad
-2.962088,-1.952279,0.943082,1.819375,-1.957625,0.034072,0.559948,-2.08628,2.335281,-0.075937,0.845754,-0.084711,2.457655,0.809766,0.29688,0.022633,1.150369,0.85436,1.133537,0.14817,-0.922671,0.536232,0.022872,-0.053298,-0.12142,1.239036,0.871123,-0.254804,0.414928,0.132625,-0.222176,0.205813,-0.031655,-0.773398,-0.559317,0.122685,-0.936303,0.283548,-0.606533,-0.057897,0.532137,-1.490042,bad
0.110467,-1.981432,-1.049549,-0.070349,1.058335,1.496581,0.317849,1.381372,2.177224,0.00669,0.308334,-0.447924,-0.801209,0.346738,-0.15291,-0.415223,-0.809627,0.934042,-0.800213,0.793465,0.299395,-0.486789,2.568965,-1.031319,0.54537,1.598318,0.036823,-1.675201,0.518148,-1.31945,-0.796316,0.380337,-1.246057,0.381126,-0.624588,-1.861321,0.676034,-0.253641,0.906456,0.587727,0.455898,-0.576257,good
1.927265,1.038057,-0.898458,1.933764,0.362352,-2.356802,-0.544661,-0.670099,0.181421,0.193373,-1.695565,-3.855317,-1.67357,-2.921825,-1.506934,1.652617,0.735624,0.769757,1.951482,-2.150108,-4.067356,0.652253,0.46937,-3.291306,-2.136481,-1.68842,-5.041434,0.864559,-0.342201,-0.617789,-2.9835,-1.123337,-0.52901,-0.113994,-3.137316,-0.094431,0.591798,0.853183,1.180226,0.342227,-0.044541,-0.72043,good
1.140858,0.364276,-1.615025,1.370207,0.75704,2.315695,0.777666,1.841723,-1.384204,0.825374,-1.417464,1.679247,1.887128,0.819183,0.709425,-0.069853,0.465006,-0.275236,0.091989,-1.196984,-0.814089,-0.844553,0.756525,0.092676,0.577498,0.14632,0.230777,0.247578,-0.131462,-0.122565,-0.508987,0.561361,1.142229,-0.602217,-0.937935,-0.368129,1.006286,1.059428,-0.664051,0.40338,0.070319,1.335158,good
2.338741,-0.49904,0.999893,-1.369268,-1.145192,-1.186967,1.893389,-1.267217,-0.753345,1.921247,-0.97394,-0.145477,0.216179,0.166103,-0.288656,2.530816,-0.157218,1.579627,-1.193658,0.427591,0.015261,0.548514,-0.596679,-0.313649,0.585265,1.215193,0.403772,1.97489,0.065456,-0.324366,0.567213,-0.517612,-0.343173,-0.508159,1.015972,0.22848,0.294551,-0.503032,0.496279,0.086579,-0.233555,-0.876977,bad
2.212498,0.943866,-0.128395,0.412264,-0.088635,-0.083312,-0.88912,-0.132753,0.657569,1.218164,-1.378497,-0.70517,0.305613,0.334871,0.497745,2.086233,0.713081,2.050777,-1.947617,0.375158,-0.032384,1.248187,0.396962,0.466009,0.293072,0.161328,0.102548,-0.392956,-0.501878,0.734143,-0.418048,-0.637307,0.073124,-0.844328,1.269356,-0.283119,-0.530706,0.740906,0.314048,-0.414019,0.336908,-0.353105,good
-0.552859,-0.46729,1.282984,-1.381776,-0.738131,0.050712,2.433142,-2.761991,-0.392506,-2.489891,0.941429,-0.492633,-0.522189,-0.886676,0.411296,0.702051,-0.388426,-0.852722,-0.1521,-1.210955,0.55142,0.742764,0.63077,-0.288401,0.583902,1.101022,0.085342,1.085315,-0.195367,-1.005093,0.915803,-0.348934,-0.092548,-0.813387,0.953472,0.254246,-0.222573,0.010546,0.416477,1.598064,1.346327,-0.698435,bad
-0.047188,2.065067,3.683087,1.513208,1.306904,0.60846,-0.372673,-1.115181,0.333316,0.261673,0.583888,1.262468,0.533675,-1.345943,-0.617181,-0.241264,0.012887,0.654073,0.373428,1.301941,0.117748,0.159471,-0.204157,-0.214303,-0.829041,0.899579,-0.367122,-0.009236,-0.367949,0.4201,0.123527,-0.806037,-0.564592,0.141638,0.465334,-0.29877,-0.230392,-0.8146,0.39225,-0.486077,-0.043101,0.786435,good
-0.170737,0.697756,-1.152741,-0.624295,2.387334,2.276901,-1.569932,-1.01723,-1.724953,0.097614,-0.602799,0.617968,-1.696177,-1.523254,1.445651,-0.255994,1.76227,0.030185,-0.638761,-1.216273,-0.498427,0.279103,-1.749107,-1.070534,0.3907,-0.989826,-1.330116,-0.599759,-0.690925,1.927868,1.066206,2.152529,0.424369,0.12017,-1.290073,0.457862,-0.628457,0.608313,0.085795,-0.058241,-0.464153,-0.472135,good
0.115771,1.339489,0.115168,0.671252,0.239734,2.117995,0.143788,-0.717984,-1.024539,1.19169,0.97396,0.550604,1.751842,-1.364879,-0.169199,1.556,0.030703,2.233041,-1.707792,1.161871,0.488265,0.417779,-1.036748,-0.659666,0.437378,0.18201,-0.108221,-0.547911,0.446659,0.640225,-0.142868,-1.193662,-0.595202,-0.082726,1.311327,0.580201,-0.713451,0.932303,-0.160643,0.107755,0.767666,0.286056,good
-4.253018,-1.772922,-0.703411,2.648274,-2.346431,-1.156069,0.308546,-0.746217,0.979561,-0.625615,0.269752,-0.288873,-0.429709,-0.103048,0.426475,1.373465,-0.825864,-0.406759,1.453013,1.013544,0.404929,0.069531,-1.380336,-1.076678,0.134741,0.670043,0.761298,0.348455,-0.594752,-0.266393,0.17033,-0.945336,-0.911015,0.792656,0.072013,0.562139,-0.105353,-0.973054,-0.328395,-0.557208,0.244787,0.877879,bad
-4.434827,-0.770596,-1.342183,-0.379093,-1.41639,-0.740688,0.538403,1.06767,4.085074,1.091728,0.625575,-0.967658,-1.429814,1.235885,-0.779945,0.283452,-0.330595,-0.075837,0.208863,1.397994,-0.864855,-0.69623,0.810336,0.442618,0.724844,0.954539,-1.007123,-1.208496,0.068833,-0.317737,0.363015,1.046079,-0.587457,0.113891,0.381603,1.370758,-0.246358,0.585526,-2.428928,0.356381,-0.296551,-1.436184,good
-1.074313,3.168106,-1.821351,-1.243882,-0.127145,-0.146037,0.487927,0.182228,1.928146,0.24767,-1.383885,-1.030231,0.139229,-0.282938,-2.242859,-0.29995,0.491719,-0.878685,-1.143002,-0.558721,-1.33893,0.29288,1.730235,-0.480507,0.020275,-0.716399,-1.329514,-2.359898,1.984967,-0.887409,0.581361,0.884673,-0.215185,-0.367406,0.800277,2.220079,-0.061723,-0.604208,-1.857698,-0.253331,0.007495,-0.840825,good
1.66057,-2.916502,-1.267305,1.535802,0.623021,1.065425,0.941635,-0.656099,-0.692719,0.030895,0.370541,0.98304,2.05585,-0.77974,0.449154,0.209727,0.448769,0.361033,-0.506645,1.977213,0.390487,0.581289,0.639632,0.116101,-0.27598,-0.528079,-0.73379,-1.161613,0.597696,0.473932,0.030478,0.759284,0.236079,-0.785107,0.032234,-0.031925,-0.424783,-0.409089,-0.689552,-0.164524,-0.808099,0.327246,bad
-0.114125,0.040678,-2.471523,0.410236,-0.868555,-1.359751,-0.577436,0.817238,-1.554058,0.566544,1.441456,0.450562,-0.439032,-1.670551,0.490947,-0.099763,-1.966903,-0.079027,1.38905,0.846766,0.469993,-0.408385,0.461339,-0.144892,0.590839,1.333181,0.14443,-0.470475,0.04107,-0.147701,-0.361459,-0.603003,0.750004,0.166796,0.307052,0.349016,1.048886,1.172424,-0.55401,0.684096,-0.337521,0.074332,good
2.880362,-2.162539,1.028319,1.918559,2.24052,-0.57748,0.525929,0.409224,0.750772,-0.983774,-1.677164,2.003573,-0.704491,0.365302,0.895171,-0.532768,0.853693,-2.677077,0.331368,-0.692569,0.038746,0.982497,0.352731,0.156968,0.174429,0.223824,-1.000368,-0.576596,-1.130338,-0.243289,0.351407,0.345678,1.212458,-0.836582,0.408071,0.418019,-0.772084,0.955471,-0.309322,0.039381,0.604199,-0.512878,good
-2.250284,1.800235,0.760668,1.409639,-0.296804,2.275606,0.11634,-1.406525,-0.92645,-1.011772,1.24736,0.669543,-0.831787,-0.600298,-0.481525,1.345487,-0.676169,0.766691,0.389858,0.204403,0.995843,-0.41114,0.034653,-1.094552,-0.513642,-1.095139,0.3453,0.400183,-0.050519,-1.109243,-0.059837,-1.433243,-0.612209,0.122416,0.759698,-0.701267,0.509359,-1.310015,-0.415522,-0.754814,-0.726997,-0.402257,good
0.72587,-0.706407,-0.750916,-0.446757,-1.314686,1.632519,0.212911,-2.663529,0.470005,-2.338301,1.502769,0.065261,0.14295,1.091259,-0.698519,0.085695,0.876044,0.174927,0.697464,-0.903878,-0.441641,-0.309537,-0.314909,0.420016,-0.308125,1.348729,0.531915,1.050732,0.362397,0.12478,0.18437,0.048611,-0.289276,0.434506,0.460242,-0.333953,-0.587875,-0.432737,0.479168,-0.032233,0.539793,-0.255059,bad
-0.157594,1.878486,1.067834,-2.741604,1.310167,-0.556958,0.725598,-0.626129,1.499099,0.183228,-3.259008,0.604804,-1.418732,2.541055,-0.953475,0.231678,1.17604,-1.349227,0.312987,1.825851,1.650833,0.051941,0.490673,-1.702181,0.500918,-0.104911,0.347159,-0.745641,-1.249593,-0.099986,-1.57428,-1.345468,-0.749422,0.645304,-1.315729,0.164937,-0.015456,-1.728835,0.754412,-1.144353,0.318562,0.189981,good
2.426409,-0.316063,-0.38543,1.220356,0.325925,-0.020918,-0.231579,-0.19908,-0.059476,1.518582,0.852808,-0.284446,-0.6579,0.923196,-0.184477,0.178214,0.835642,-1.564092,2.073366,0.354997,0.935106,4.582915,-0.432629,-0.34626,0.994826,-1.369002,0.261572,0.359789,0.859353,0.996779,-2.226811,2.273191,0.479146,-0.023679,2.324364,-1.831948,0.413677,-1.2062,-0.319608,0.395686,-0.309822,-0.107225,bad
-1.622221,1.243217,-0.12947,-2.973229,-0.062657,-0.652909,3.133203,-0.316239,-1.367227,-0.06924,-0.21743,0.193465,1.828497,-0.273223,-0.928401,0.754647,1.504591,0.667629,1.474032,-0.967656,-2.136991,0.203759,0.870949,1.513687,0.321116,-1.355728,-0.048432,-0.777937,-0.57588,0.163622,1.070065,0.354016,-0.208705,1.735686,1.518347,-2.018326,0.419827,1.151331,-1.260118,-0.839875,-1.537863,-0.424605,good
-1.690314,1.733244,1.242521,-0.533778,-0.164141,0.314719,2.476667,-1.326655,-1.47973,-1.838262,0.684737,0.18121,-1.07362,-0.571572,0.221693,0.706102,-0.007182,-0.795657,-0.965367,-1.453484,0.600422,1.43689,1.760275,0.693786,0.567045,0.189372,-0.284122,0.896184,-0.548696,-0.334153,-0.074325,0.277045,0.18992,-1.288296,0.684031,0.277198,-0.726305,0.637406,-0.055443,1.048785,0.014412,-2.135161,good
-0.071051,0.152212,-2.440752,-0.589415,-1.08303,-0.440222,-0.702634,-0.053101,0.107057,-1.69489,1.325127,-0.072031,0.586028,-0.441977,-0.02762,0.060957,0.049676,-0.30161,1.369567,-1.157905,0.564615,-1.112533,-0.239193,1.441946,0.977875,1.748014,-1.087456,0.116141,-0.705645,1.382665,-0.718597,-0.062035,0.628394,0.422018,0.507458,0.842219,0.366403,1.103397,-0.198908,-0.597021,-0.711587,0.232305,good
2.685239,0.086922,-0.273069,0.447829,-0.048591,-0.644448,-0.546968,-0.604684,0.280698,1.090252,0.457207,-0.086466,0.596527,0.792759,1.526078,2.02939,1.371541,0.532387,-1.567595,0.904716,-0.249393,2.112746,-0.543831,-0.128911,-0.266391,0.141375,-0.161016,-1.008835,-0.242076,0.728095,0.29297,-0.621053,-0.225203,0.017215,0.967797,-0.740609,-1.502037,-0.03251,0.688676,-0.880577,0.525646,-0.758921,good
1.066569,0.700559,1.05111,0.94838,-1.528284,-0.221465,-0.314233,-1.941287,0.009866,0.456511,0.711098,0.694149,0.943481,-0.10647,-0.71501,0.905868,0.918127,0.118362,1.68972,-0.163954,-0.940161,-0.51287,0.734985,0.111501,0.131286,1.133448,0.574996,1.026975,-0.13769,-0.690114,-0.047388,-0.516084,1.28664,-0.016848,-0.037235,-0.398751,1.060331,-0.462818,0.572869,-1.044848,-1.292179,0.071808,good
0.330251,0.991759,3.058519,-0.773244,-0.033066,-2.226326,1.027053,-2.953328,-0.977198,0.754175,-0.140259,1.584706,-0.962988,-0.280986,-1.784083,0.197808,0.779696,-1.305692,1.059691,2.350338,0.870119,-0.3578,0.331231,-0.811523,-0.415124,0.626164,1.242896,0.383069,-0.031426,0.852132,-0.945357,-2.320355,1.114441,0.067152,-1.376282,-0.263816,0.339569,-0.245592,0.417357,0.080145,-0.326793,0.491105,bad
1.813028,-1.532106,4.533364,-0.978912,-1.83135,2.259188,2.144405,2.751994,-0.33381,-1.352944,-0.666495,-0.557566,1.095122,0.081325,0.91845,2.971348,-0.831307,2.860026,-3.308915,0.027314,1.100049,-0.419404,0.440845,-0.906018,0.355472,-1.280598,0.566604,0.822548,2.193568,0.948632,-0.377032,0.724672,-0.869819,2.708406,-1.173498,0.672637,-0.986031,-0.315251,-0.21953,1.610007,0.08969,-0.491343,bad
-2.326701,0.822021,0.45314,2.421102,-1.306258,0.931519,0.778801,-0.258362,0.310557,2.562241,-1.249886,-0.488813,-0.261054,1.854689,0.064952,-0.339207,-0.093527,0.48458,-1.201448,-0.577131,-0.251861,-0.137185,-0.285424,0.37754,-0.862294,0.090253,0.294619,0.35283,-0.709016,0.222693,-0.176727,1.001714,0.13814,-0.314904,-0.939901,-0.289169,0.009191,0.812406,-1.386865,-0.074028,-1.566579,0.066354,good
-2.638494,-1.341098,3.533959,1.182868,0.530873,-0.551496,1.557879,-1.181142,2.110742,-0.136561,0.253087,0.775121,3.050414,1.483631,-0.903185,-0.967359,1.242,1.145456,1.315731,-0.078617,-1.187188,-0.586669,-1.663796,-0.436427,-0.477678,0.248932,0.259546,-1.464177,-0.42126,-0.304586,0.454826,1.308473,-0.071801,0.171328,0.295055,-0.642254,0.134406,2.102998,-1.100454,-1.364723,0.702359,-0.240731,bad
-2.527252,2.103391,-0.988548,-1.087982,-0.221344,1.443407,-0.718477,-0.402641,1.440853,-0.455207,-0.295961,0.230744,1.045995,-0.810505,0.991091,-0.139053,0.196543,-0.677609,-0.471046,0.860086,-0.099298,1.244295,1.870721,-1.260628,1.249149,0.781279,-0.599937,-2.43991,0.225022,-1.522447,-0.168119,0.328372,-0.04139,-0.390523,0.574828,0.037442,-0.780171,1.10832,1.352408,1.254373,0.686546,-0.39127,good
1.805576,0.32851,-1.136748,0.539324,-0.088884,-1.773105,-0.66424,1.01686,0.409743,0.529891,1.254963,-0.229288,0.577072,0.01214,0.861513,1.144997,2.142274,1.2983,-2.111393,1.189297,-0.199665,1.837238,-0.471348,-0.795246,-0.905218,-0.870893,0.343253,-0.03555,-0.857427,0.876239,0.064614,-0.708825,0.858863,-0.674424,1.964949,0.121245,-1.753417,0.177382,0.997806,-0.677499,-0.904493,-0.93083,good
